V1,V2,V3,V4,V5,V7,V8,V9,V10,confirmCode,Condition,Counterbalance,IDInst,FB,Term,Inst_SM,Fake1_SM,Fake1_3,Fake1_RT_1,Fake1_RT_2,Fake1_RT_3,Fake1_RT_4,Fake2_SM,Fake2_3,Fake2_RT_1,Fake2_RT_2,Fake2_RT_3,Fake2_RT_4,Fake3_SM,Fake3_3,Fake3_RT_1,Fake3_RT_2,Fake3_RT_3,Fake3_RT_4,Fake4_SM,Fake4_3,Fake4_RT_1,Fake4_RT_2,Fake4_RT_3,Fake4_RT_4,Fake5_SM,Fake5_3,Fake5_RT_1,Fake5_RT_2,Fake5_RT_3,Fake5_RT_4,Fake6_SM,Fake6_3,Fake6_RT_1,Fake6_RT_2,Fake6_RT_3,Fake6_RT_4,Fake7_SM,Fake7_3,Fake7_RT_1,Fake7_RT_2,Fake7_RT_3,Fake7_RT_4,Fake8_SM,Fake8_3,Fake8_RT_1,Fake8_RT_2,Fake8_RT_3,Fake8_RT_4,Fake9_SM,Fake9_3,Fake9_RT_1,Fake9_RT_2,Fake9_RT_3,Fake9_RT_4,Fake10_SM,Fake10_3,Fake10_RT_1,Fake10_RT_2,Fake10_RT_3,Fake10_RT_4,Fake11_SM,Fake11_3,Fake11_RT_1,Fake11_RT_2,Fake11_RT_3,Fake11_RT_4,Fake12_SM,Fake12_3,Fake12_RT_1,Fake12_RT_2,Fake12_RT_3,Fake12_RT_4,Real1_SM,Real1_3,Real_RT_1,Real_RT_2,Real_RT_3,Real_RT_4,Real2_SM,Real2_3,Real2_RT_1,Real2_RT_2,Real2_RT_3,Real2_RT_4,Real3_SM,Real3_3,Real3_RT_1,Real3_RT_2,Real3_RT_3,Real3_RT_4,Real4_SM,Real4_3,Real4_RT_1,Real4_RT_2,Real4_RT_3,Real4_RT_4,Real5_SM,Real5_3,Real5_RT_1,Real5_RT_2,Real5_RT_3,Real5_RT_4,Real6_SM,Real6_3,Real6_RT_1,Real6_RT_2,Real6_RT_3,Real6_RT_4,Real7_SM,Real7_3,Real7_RT_1,Real7_RT_2,Real7_RT_3,Real7_RT_4,Real8_SM,Real8_3,Real8_RT_1,Real8_RT_2,Real8_RT_3,Real8_RT_4,Real9_SM,Real9_3,Real9_RT_1,Real9_RT_2,Real9_RT_3,Real9_RT_4,Real10_SM,Real10_3,Real10_RT_1,Real10_RT_2,Real10_RT_3,Real10_RT_4,Real11_SM,Real11_3,Real11_RT_1,Real11_RT_2,Real11_RT_3,Real11_RT_4,Real12_SM,Real12_3,Real12_RT_1,Real12_RT_2,Real12_RT_3,Real12_RT_4,Pretest2,NeuFakeImp,Neu1_2,Neu1_RT_1,Neu1_RT_2,Neu1_RT_3,Neu1_RT_4,NeuRealImp,Neu3_2,Neu3_RT_1,Neu3_RT_2,Neu3_RT_3,Neu3_RT_4,Pretest1,CRT_Inst,CRT1_1,CRT1_1_RT_1,CRT1_1_RT_2,CRT1_1_RT_3,CRT1_1_RT_4,CRT1_2,CRT1_2_RT_1,CRT1_2_RT_2,CRT1_2_RT_3,CRT1_2_RT_4,CRT1_3,CRT1_3_RT_1,CRT1_3_RT_2,CRT1_3_RT_3,CRT1_3_RT_4,CRT3_1,CRT3_2,CRT3_3,CRT3_4,CRT_chk,Age,Sex,Education,English,Party,Party_TEXT,Social_Conserv,Economic_Conserv,POTUS2016,ClintonTrump,DemRep,Media1,Media2,Media3_1,Media3_2,Media3_3,Media3_11,AccImp,FB_F,SocialMedia_Chk,Theism1,Theism2_1,Theism2_2,Theism2_3,Theism2_4,note,Random,Google,Fabricate,Comments,Length
R_XYSx3hbghJl0OYh,Default Response Set,Anonymous,,,0,10/4/2017 10:01,10/4/2017 10:28,1,524128,2,2,1,1,,1,1,6,12.797,14.656,15.096,3,1,2,4.712,6.507,7.184,2,1,4,5.492,9.4,10.109,4,1,2,5.395,5.395,6.002,1,1,3,4.884,4.884,6.116,1,1,4,7.503,7.503,9.177,1,1,4,2.404,7.928,8.677,5,1,5,22.793,22.793,23.393,1,1,6,6.823,6.823,10.632,1,1,2,6.071,7.083,7.759,2,1,4,9.203,9.203,10.246,1,1,5,4.758,6.112,7.269,2,1,4,4.289,4.289,4.811,1,1,5,3.883,4.349,5.481,2,1,4,3.665,4.676,5.924,2,1,3,4.437,4.437,5.429,1,1,3,4.687,6.033,6.601,3,1,5,7.288,9.423,10.565,2,1,1,4.928,5.883,6.599,2,1,2,4.46,7.626,8.384,3,1,5,4.484,4.484,5.059,1,1,2,3.75,3.75,4.541,1,1,3,3.534,3.534,4.471,1,1,3,5.892,5.892,6.643,1,,,,,,,,1,3,12.056,12.056,15.409,1,1,1,4,1.585,21.86,84.457,3,50,1.447,1.447,19.574,1,39,2.265,2.265,8.127,1,Second,7,Emily,27,1,26,1,5,1,3,,2,3,5,1,1,1,2,2,3,2,2,4,5,1,4,,1,1,1,1,2,2,2,None,10 minutes
R_Z32q6QQfzsJpJfP,Default Response Set,Anonymous,,,0,10/4/2017 10:13,10/4/2017 10:29,1,613242,1,1,1,1,,1,1,5,13.171,13.171,14.336,1,1,3,17.203,17.203,18.975,1,1,2,20.779,20.779,22.592,1,1,2,8.606,8.606,10.461,1,1,2,8.393,8.393,10.242,1,1,2,7.479,8.775,10.934,2,1,2,4.997,4.997,7.211,1,1,2,9.622,9.622,11.461,1,1,2,11.773,11.773,14.041,1,1,2,19.445,19.445,21.507,1,1,2,5.458,5.458,7.89,1,1,5,16.92,16.92,19.422,1,1,3,6.356,6.356,8.593,1,1,2,5.155,5.155,7.102,1,1,3,4.8,4.8,6.558,1,1,2,4.757,4.757,7.136,1,1,2,3.889,3.889,5.948,1,1,3,4.8,4.8,6.636,1,1,2,8.163,8.163,10.686,1,1,2,5.785,5.785,7.415,1,1,3,7.693,7.693,9.66,1,1,2,7.72,7.72,9.798,1,1,2,63.219,63.219,65.231,1,1,2,7.718,7.718,9.606,1,1,1,3,13.449,13.449,15.366,1,,,,,,,,1,8,30.611,30.611,33.551,1,50,57.245,57.245,60.945,1,20,13.957,13.957,17.299,1,2,7,emily,27,3,46,1,3,1,3,,3,3,3,1,1,2,2,2,2,2,2,5,5,1,1,1,,,,1,2,2,3,,10 minutes
R_3fHmVw77FgS16f6,Default Response Set,Anonymous,,,0,10/4/2017 10:19,10/4/2017 10:29,1,726607,2,1,1,1,,1,1,5,6.796,8.371,9.664,2,1,4,4.996,7.212,8.542,2,1,5,5.867,7.188,8.481,2,1,2,3.854,7.971,9.214,3,1,2,5.928,7.605,9.101,2,1,4,7.297,10.25,11.372,2,1,2,5.873,7.465,9.183,2,1,2,4.425,6.393,7.882,2,1,3,2.349,40.283,42.273,3,1,2,2.739,5.303,6.589,3,1,2,4.204,5.764,7.892,2,1,1,7.645,10.295,11.685,2,1,3,3.619,4.955,6.186,2,1,4,3.705,5.236,6.359,2,1,3,4.011,6.204,8.192,3,1,4,5.819,7.562,8.789,2,1,3,3.014,5.404,6.706,2,1,3,5.184,6.6,8.028,2,1,2,4.477,6.334,8.057,2,1,4,5.186,7.75,9.039,2,1,2,4.151,5.726,6.861,2,1,2,3.49,5.611,7.027,2,1,1,3.099,5.011,6.362,2,1,2,3.438,6.429,8.036,3,,1,2,17.219,18.714,20.547,2,,,,,,,1,1,8,4.73,4.73,7.424,1,10,7.631,7.631,14.358,1,20,7.985,7.985,10.71,1,1,8,NOT ENOUGH IN FO IS GIVEN TO DETERMINE,9,1,38,1,3,1,2,,4,5,2,2,2,2,1,2,3,2,4,3,5,1,1,1,,,,1,2,2,3,NO,15 MINUTES
R_2dMGnfKd0FpPUGp,Default Response Set,Anonymous,,,0,10/4/2017 10:21,10/4/2017 10:30,1,375525,1,1,1,1,,1,1,1,0.432,0.785,1.299,3,1,,0.426,0.687,1.205,3,1,1,0.494,3.337,4.088,3,1,1,0.426,0.723,1.201,3,1,1,2.203,2.691,3.153,3,1,1,0.617,2.178,2.208,4,1,1,0.785,1.791,2.382,3,1,1,0.903,4.054,4.082,4,1,1,1.209,1.825,2.424,3,1,1,0.424,0.824,1.298,3,1,1,0.785,6.771,7.307,7,1,1,0.727,4.533,5.267,3,1,1,18.421,19.026,19.647,3,1,1,1.999,2.318,2.857,3,1,1,0.492,1.428,2.168,4,1,1,1.341,4.816,5.283,6,1,1,1.994,7.52,8.11,5,1,1,0.491,0.896,1.385,3,1,1,0.518,1.621,2.176,5,1,1,0.916,1.289,1.805,3,1,1,1.225,1.691,2.168,3,1,1,0.651,0.913,1.478,3,1,1,0.632,1.262,2.078,3,1,1,0.494,0.866,1.444,3,1,1,1,1.97,19.029,19.709,5,,,,,,,,1,8,1.229,1.239,33.519,2,50,0.859,17.401,19.757,4,20,0.575,31.739,36.025,4,First,8,June,27,2,26,2,5,1,3,,1,1,5,1,1,2,2,1,1,1,1,5,2,2,4,1,,1,,1,2,2,2,,4 minutes
R_2DTypsgia5BVo0o,Default Response Set,Anonymous,,,0,10/4/2017 10:22,10/4/2017 10:30,1,575856,2,2,1,1,,1,1,1,2.643,4.553,6.573,2,1,1,3.714,6.03,7.252,3,1,1,1.813,4.142,8.242,2,1,3,3.978,5.316,6.579,3,1,2,3.48,7.876,9.173,2,1,1,2.122,4.884,6.183,2,1,1,1.311,2.997,4.161,2,1,1,2.554,4.92,6.242,2,1,2,1.745,5.71,6.901,2,1,1,3.884,5.407,6.635,2,1,2,3.143,12.124,13.641,2,1,4,3.701,6.459,7.541,3,1,1,1.618,5.411,6.252,3,1,4,3.865,5.884,7.353,2,1,5,3.506,7.284,8.723,3,1,1,2.057,4.424,5.546,2,1,1,1.403,3.385,4.835,2,1,2,2.687,5.114,6.275,3,1,2,3.035,8.809,9.67,3,1,1,1.696,4.869,6.28,3,1,2,1.576,3.234,4.454,3,1,1,2.151,3.981,5.061,3,1,4,3.719,6.729,7.89,3,1,4,5.507,7.401,8.544,3,,,,,,,,1,3,9.038,15.055,16.436,3,1,1,8,0,0,6.377,0,50,7.222,7.222,10.768,1,20,0,0,14.309,0,1st,8,june,12,1,36,2,3,1,1,,1,2,1,1,1,2,1,4,2,3,2,5,5,2,1,1,,,,1,2,2,3,na,10 minutes
R_esV0VCK0x0ZcPbH,Default Response Set,Anonymous,,,0,10/4/2017 10:24,10/4/2017 10:30,1,811143,1,1,1,1,,1,1,1,2.615,2.615,3.813,1,1,1,3.048,3.048,3.67,1,1,1,3.356,3.356,3.899,1,1,1,2.659,3.278,4.227,2,1,1,1.868,2.487,3.166,2,1,1,4.121,4.121,5.104,1,1,3,6.596,6.596,7.658,1,1,6,3.989,5.003,5.492,3,1,1,1.907,3.438,4.297,2,1,1,3.197,3.58,4.158,2,1,4,6.044,6.044,6.79,1,1,1,7.11,7.11,7.7,1,1,2,5.378,5.378,5.912,1,1,5,8.053,9.728,10.341,4,1,3,4.755,4.755,5.381,1,1,1,2.168,2.168,2.917,1,1,1,2.416,2.947,3.67,2,1,3,4.858,4.858,5.796,1,1,1,3.466,3.466,4.224,1,1,3,5.325,5.325,5.948,1,1,5,4.209,4.209,4.697,1,1,4,4.516,5.304,5.904,2,1,4,4.226,4.226,5.58,1,1,4,3.76,3.76,4.461,1,1,1,1,4.057,5.338,5.962,3,,,,,,,,1,8,2.72,2.72,4.862,1,10,7.884,25.373,27.348,2,10,6.07,6.07,12.837,1,First,8,Emily,12,2,30,2,6,1,1,,1,1,1,1,1,1,2,3,3,2,1,5,5,1,4,1,,1,,1,2,2,3,,10 min
R_8Cx3Ag84LkfGg4V,Default Response Set,Anonymous,,,0,10/4/2017 10:21,10/4/2017 10:30,1,273518,2,2,1,1,,1,1,1,15.808,17.305,19.741,2,1,1,3.861,4.525,5.351,2,1,1,3.916,3.916,5.076,1,1,1,15.524,15.524,16.963,1,1,1,3.936,3.936,5.102,1,1,1,5.207,5.207,6.036,1,1,1,2.805,3.333,4.064,2,1,1,5.428,6.332,7.321,2,1,1,6.681,6.681,9.15,1,1,1,4.235,4.235,5.303,1,1,1,7.169,12.913,13.814,5,1,1,6.281,6.281,8.647,1,1,1,3.572,3.572,4.987,1,1,1,3.165,3.941,5.071,2,1,1,3.472,3.472,5.838,1,1,1,2.219,3.355,4.272,2,1,1,2.669,2.669,3.548,1,1,1,18.7,19.212,20.115,2,1,1,2.384,2.384,3.415,1,1,1,7.24,7.24,20.847,1,1,1,4.649,6.273,7.518,2,1,1,3.543,3.543,4.538,1,1,1,3.888,3.888,5.022,1,1,1,6.832,8.064,9.015,2,,,,,,,,1,2,11.833,13.641,15.391,2,1,1,8,2.817,2.817,65.637,1,5,3.507,3.507,22.019,1,15,6.475,6.475,14.887,1,1st,8,June,27,3,42,2,5,1,1,,2,3,1,1,1,2,2,3,4,5,4,4,5,2,1,1,,,,1,2,2,1,No,About 10 minutes
R_28Co0SN4lc2oNg3,Default Response Set,Anonymous,,,0,10/4/2017 10:19,10/4/2017 10:30,1,450768,2,1,1,1,,1,1,1,4.084,4.557,6.317,2,1,4,4.052,4.052,5.331,1,1,1,4.846,4.846,5.614,1,1,4,7.447,7.447,8.2,1,1,1,8.903,9.535,10.343,2,1,2,8.406,10.749,11.405,2,1,1,5.293,5.293,6.118,1,1,2,10.594,20.954,21.594,4,1,2,8.589,9.861,10.236,3,1,1,2.934,2.934,3.854,1,1,6,4.281,4.281,6.65,1,1,1,5.182,6.525,6.813,3,1,4,6.669,7.101,8.022,2,1,2,5.291,5.291,6.083,1,1,2,13.928,14.273,15.089,2,1,4,4.148,5.773,6.758,3,1,2,4.749,4.749,5.437,1,1,1,9.488,9.488,13.368,1,1,6,19.28,19.687,20.346,2,1,4,8.272,8.96,9.8,2,1,5,6.115,6.115,6.962,1,1,2,4.793,4.793,5.455,1,1,6,3.039,3.039,4.136,1,1,3,6.751,7.374,7.734,2,,1,2,9.939,9.939,23.962,1,,,,,,,1,1,8,11.508,11.508,27.478,1,50,11.439,11.439,16.999,1,20,12.779,19.908,20.173,2,first,8,June,18,3,33,2,5,1,1,,1,1,1,1,1,2,2,5,4,2,1,5,4,1,1,,1,1,1,1,2,2,1,"It really disturbed me that news on Facebook can be so incorrect and biased, but even more so that a lot of people seem to believe everything they read on social media.",10 minutes
R_2WweA0HZpl363zO,Default Response Set,Anonymous,,,0,10/4/2017 10:22,10/4/2017 10:30,1,884139,2,2,1,1,,1,1,1,5.905,5.905,7.055,1,1,2,9.049,9.049,10.194,1,1,1,4.479,4.479,5.396,1,1,4,15.867,15.867,16.956,1,1,1,5.12,5.12,6.225,1,1,1,7.344,7.344,8.654,1,1,2,7.56,11.872,13.249,2,1,1,5.74,5.74,7.012,1,1,1,13.138,13.138,14.225,1,1,5,10.087,10.087,11.159,1,1,2,13.925,15.165,16.405,2,1,1,7.052,10.66,11.788,2,1,1,5.33,5.33,6.692,1,1,3,3.822,3.822,4.739,1,1,2,8.155,8.155,9.167,1,1,2,5.118,5.118,6.019,1,1,2,8.958,8.958,9.989,1,1,3,5.819,5.819,7.023,1,1,1,8.15,8.671,10.154,2,1,2,8.017,8.017,9.564,1,1,4,14.952,14.952,17.264,1,1,2,12.089,12.089,13.008,1,1,5,11.315,11.315,12.064,1,1,4,7.012,7.012,9.742,1,,,,,,,,1,3,13.061,13.061,13.81,1,1,1,4,0,0,11.443,0,10,2.439,2.439,5.805,1,39,0,0,7.74,0,second,8,June,3,1,27,1,6,1,1,,1,2,1,1,1,2,1,3,4,2,2,4,4,1,4,1,,,,1,2,2,1,,9 minutes
R_1NzyjQgzra9zYgZ,Default Response Set,Anonymous,,,0,10/4/2017 10:21,10/4/2017 10:31,1,192222,1,1,1,1,,1,1,1,3.71,6.27,6.643,2,1,1,2.244,2.244,3.551,1,1,1,4.717,5.949,7.151,2,1,1,4.489,5.289,6.965,2,1,1,1.22,1.22,2.967,1,1,1,4.741,5.692,6.075,2,1,1,3.521,3.521,4.383,1,1,1,5.346,5.346,7.344,1,1,1,3.58,4.34,5.191,3,1,1,1.819,1.819,5.463,1,1,1,7.136,7.136,8.005,1,1,1,6.268,6.268,7.599,1,1,1,3.468,3.468,4.513,1,1,1,5.378,5.378,6.342,1,1,1,4.238,4.238,5.72,1,1,1,1.86,2.165,3.416,2,1,1,3.009,3.009,3.87,1,1,1,3.569,4.243,5.925,3,1,3,15.044,15.044,16.319,1,1,1,1.803,3.579,3.967,4,1,1,2.619,2.619,6.205,1,1,1,11.48,11.48,12.451,1,1,1,8.166,8.166,9.161,1,1,1,1.833,1.833,2.804,1,1,1,1,3.631,4.606,6.17,2,,,,,,,,1,4,18.785,18.785,26.546,1,10,3.333,3.333,78.845,1,39,9.813,9.813,14.102,1,second,8,Emily,0,3,35,2,6,2,1,,2,2,1,1,1,1,2,2,2,3,1,5,4,2,1,1,,,,1,2,2,1,,10 minutes
R_3dGkboTjWugTno2,Default Response Set,Anonymous,,,0,10/4/2017 10:20,10/4/2017 10:31,1,874617,1,2,1,1,,1,1,5,7.201,7.201,9.194,1,1,4,5.262,5.262,5.984,1,1,5,4.936,5.784,7.314,2,1,3,4.927,4.927,5.848,1,1,2,2.557,2.557,3.797,1,1,2,3.621,3.621,4.388,1,1,2,6.714,6.714,7.761,1,1,1,33.45,35.466,36.386,2,1,3,2.93,5.85,6.721,2,1,1,6.548,8.965,9.938,2,1,4,14.022,14.022,15.526,1,1,5,7.443,7.443,8.043,1,1,3,4.492,4.828,5.578,2,1,2,6.013,6.013,7.339,1,1,2,2.455,2.455,3.264,1,1,2,4.462,4.462,5.411,1,1,3,4.716,5.275,5.99,2,1,2,5.332,6.268,7.523,2,1,2,3.754,3.754,4.592,1,1,2,4.727,4.727,5.91,1,1,2,4.876,4.876,5.746,1,1,2,3.429,3.429,4.323,1,1,5,4.548,4.548,5.305,1,1,3,3.774,3.774,4.509,1,1,,,,,,,1,3,14.65,14.65,15.858,1,,1,4,5.926,106.924,114.399,3,10,72.835,72.835,76.356,1,39,27.389,29.66,30.602,2,2,8,Emily,0,2,26,1,5,1,2,,4,4,5,2,2,1,2,2,3,3,2,3,3,2,1,1,,,,1,2,2,1,No,10 minutes
R_3RrzzGOUbEH7S2y,Default Response Set,Anonymous,,,0,10/4/2017 10:24,10/4/2017 10:32,1,231440,1,1,1,1,,1,1,2,12.619,14.275,15.356,3,1,6,7.145,7.145,7.805,1,1,1,5.531,6.506,6.88,2,1,4,11.152,11.152,12.568,1,1,1,8.684,9.967,11.156,3,1,4,6.768,8.095,9.372,2,1,3,10.649,10.649,11.65,1,1,5,7.429,7.429,8.261,1,1,1,12.637,14.117,15.163,3,1,1,3.436,3.436,4.282,1,1,1,8.423,8.91,10.119,2,1,1,15.152,15.152,16.171,1,1,1,4.483,4.483,5.33,1,1,2,7.926,7.926,9.225,1,1,1,8.826,8.826,10.105,1,1,5,7.577,7.977,9.14,2,1,6,6.458,6.458,10.141,1,1,4,7.536,9.419,10.26,3,1,4,10.251,10.251,11.354,1,1,1,11.302,11.758,12.871,2,1,1,9.079,9.079,10.125,1,1,1,7.641,7.641,8.743,1,1,1,3.327,3.327,4.444,1,1,1,7.981,7.981,9.161,1,1,1,1,9.459,9.459,11.287,1,,,,,,,,1,8,2.078,7.113,10.745,2,50,1.557,1.557,5.976,1,20,1.126,2.662,6.148,2,first,8,JUne,27,2,67,1,5,1,3,,5,5,2,2,2,1,2,1,2,2,1,4,3,1,1,1,,,,1,1,2,2,no,15
R_1Ngnd9CBFWYRfHC,Default Response Set,Anonymous,,,0,10/4/2017 10:22,10/4/2017 10:32,1,577915,1,1,1,1,,1,1,1,7.553,7.553,13.266,1,1,2,3.47,3.47,5.213,1,1,1,22.913,22.913,24.153,1,1,1,5.978,5.978,7.085,1,1,1,3.97,3.97,6.419,1,1,2,11.653,11.653,15.591,1,1,1,4.867,4.867,8.07,1,1,1,6.942,6.942,8.633,1,1,3,8.123,8.123,9.097,1,1,1,2.8,2.8,3.801,1,1,2,6.495,6.495,7.431,1,1,2,21.676,21.676,23.097,1,1,1,4.906,4.906,15.847,1,1,2,7.727,7.727,8.691,1,1,1,8.679,8.679,9.735,1,1,1,5.201,5.201,7.835,1,1,3,3.306,4.948,5.924,2,1,3,25.625,25.625,26.567,1,1,1,8.56,8.56,9.479,1,1,1,14.166,14.166,20.752,1,1,1,3.814,3.814,4.911,1,1,1,6.131,6.131,7.32,1,1,2,11.762,13.299,14.565,3,1,2,4.99,4.99,6.12,1,1,1,4,8.795,8.795,13.173,1,,,,,,,,1,8,0,0,11.505,0,50,0,0,43.777,0,39,16.921,16.921,22.784,1,2,8,Emily,3,1,34,1,3,1,1,,2,2,1,1,1,2,1,4,4,3,3,5,5,2,3,,,1,,1,2,2,3,,10 minutes
R_1eFYeaVOIEuPKE6,Default Response Set,Anonymous,,,0,10/4/2017 10:24,10/4/2017 10:32,1,692682,2,1,1,1,,1,1,2,3.917,11.997,12.925,7,1,1,2.775,6.478,7.113,5,1,1,3.483,5.227,5.937,3,1,1,2.973,4.58,4.959,3,1,2,1.758,4.525,5.237,5,1,1,1.949,7.588,8.194,3,1,1,1.915,4.802,5.796,4,1,1,3.052,5.989,7.445,2,1,1,2.459,4.164,4.944,3,1,1,1.42,2.171,3.098,2,1,1,2.632,5.535,6.289,3,1,1,2.637,3.919,4.782,3,1,1,0.766,1.31,1.99,2,1,1,3.738,6.545,7.389,3,1,1,1.722,2.881,3.721,3,1,1,1.5,2.387,3.629,2,1,1,3.216,5.127,6.011,2,1,1,2.644,8.02,9.017,4,1,1,0.835,1.466,2.368,2,1,1,1.746,2.856,3.766,2,1,1,1.83,2.973,3.958,3,1,1,0.975,2.492,3.631,3,1,2,1.387,3.49,4.404,3,1,1,0.598,1.166,1.974,2,,1,1,6.317,8.403,11,2,,,,,,,1,1,8,1.194,9.419,13.751,2,50,1.145,1.145,32.052,1,20,8.097,8.097,11.573,1,second,7,June,27,3,28,1,5,1,3,,2,4,5,2,1,2,2,2,2,2,1,3,3,2,2,,1,1,1,1,2,2,2,Funny news titles.,8 min
R_20oWSoiVSbX5qw1,Default Response Set,Anonymous,,,0,10/4/2017 10:26,10/4/2017 10:33,1,753723,1,2,1,1,,1,1,1,3.824,3.824,4.935,1,1,1,2.091,2.091,2.934,1,1,4,6.759,6.759,7.37,1,1,1,2.851,3.583,4.209,2,1,1,1.381,1.381,2.274,1,1,3,8.491,8.491,9.379,1,1,1,2.03,2.03,2.917,1,1,1,6.149,6.149,7.268,1,1,1,5.782,5.782,6.705,1,1,4,6.962,6.962,7.736,1,1,1,6.397,6.397,7.29,1,1,2,7.269,7.269,8.301,1,1,1,1.549,1.549,2.589,1,1,1,1.393,1.393,2.349,1,1,5,9.053,9.053,9.987,1,1,2,4.719,4.719,5.602,1,1,1,1.618,1.618,2.399,1,1,5,9.767,9.767,10.775,1,1,,1.028,1.028,1.888,1,1,1,5.271,5.271,5.987,1,1,1,1.45,1.45,2.417,1,1,3,3.848,5.472,6.35,2,1,1,3.651,3.651,4.655,1,1,1,1.518,1.518,2.363,1,1,,,,,,,1,3,27.543,27.543,28.144,1,,1,8,9.131,9.131,11.927,1,50,0,0,10.604,0,20,0,0,18.295,0,1,7,June,27,3,42,2,3,1,2,,3,3,2,2,2,2,2,1,1,3,1,5,5,2,1,1,,,,1,2,2,1,,15
R_23adNulzswVavVE,Default Response Set,Anonymous,,,0,10/4/2017 10:04,10/4/2017 10:34,1,225640,2,1,1,1,,1,1,1,9.549,9.549,25.002,1,1,1,55.781,55.781,56.77,1,1,1,10.169,10.169,11.613,1,1,4,13.589,13.589,14.673,1,1,3,29.651,29.651,30.775,1,1,1,14.383,14.383,15.699,1,1,1,6.001,6.664,8.381,2,1,4,22.899,22.899,23.952,1,1,1,19.646,19.646,20.843,1,1,4,17.543,17.543,18.483,1,1,6,11.742,11.742,12.956,1,1,1,11.298,11.298,12.568,1,1,1,2.794,5.442,6.792,2,1,1,5.501,5.501,7.394,1,1,2,25.445,25.445,26.25,1,1,3,22.179,23.818,24.247,3,1,1,18.232,18.705,20.077,2,1,1,6.326,7.174,7.675,2,1,3,23.951,23.951,25.708,1,1,4,18.3,18.3,19.521,1,1,3,18.192,18.192,19.221,1,1,3,14.168,14.168,15.486,1,1,5,9.891,9.891,10.984,1,1,1,17.903,17.903,18.899,1,,1,2,37.49,38.401,43.822,2,,,,,,,1,1,4,37.576,194.887,196.931,8,50,3.571,60.356,62.618,9,39,5.509,213.731,216.432,6,second place,8,emily,27,3,33,1,5,1,3,,1,1,1,1,2,2,1,4,4,4,3,5,5,1,1,1,,,,1,2,2,3,cool survey,20mins
R_2Bxs6zqmr23JfhJ,Default Response Set,Anonymous,,,0,10/4/2017 10:12,10/4/2017 10:34,1,521393,1,1,1,1,,1,1,4,14.54,34.624,35.771,3,1,4,9.373,11.053,12.404,2,1,1,9.633,14.188,15.442,3,1,1,4.183,23.5,24.982,3,1,5,6.253,17.11,18.517,3,1,1,21.835,23.321,24.816,2,1,1,2.093,3.806,5.237,2,1,3,87.485,90.517,91.951,2,1,1,13.776,17.074,18.227,3,1,1,7.996,18.479,19.864,3,1,6,4.959,12.769,13.973,3,1,1,12.51,13.878,15.328,2,1,5,4.084,48.966,50.513,5,1,4,6.949,8.599,9.866,2,1,1,10.712,36.901,38.474,2,1,5,7.647,12.593,14.205,4,1,1,13.156,42.022,44.615,3,1,1,7.16,9.154,10.927,2,1,2,9.756,45.735,47.339,5,1,3,21.947,45.673,46.859,3,1,2,9.183,11.035,12.515,2,1,2,57.106,74.278,75.777,4,1,1,4.587,6.365,7.849,2,1,4,9.434,14.383,16.308,3,1,1,1,15.473,17.809,19.173,2,,,,,,,,1,8,11.932,11.932,33.755,1,50,25.642,25.642,31.088,1,20,82.333,82.333,85.208,1,first,7,Emily,9,3,35,2,5,1,1,,3,3,6,1,1,2,2,4,2,3,3,5,5,1,1,1,,,,1,2,2,3,no,20
R_1IMmLmP7CUaYwW7,Default Response Set,Anonymous,,,0,10/4/2017 10:19,10/4/2017 10:35,1,766109,1,2,1,1,,1,1,2,30.263,32.279,34.786,2,1,4,11.272,13.035,14.099,2,1,1,8.881,11.387,12.808,2,1,3,17.913,19.641,20.803,2,1,2,9.607,16.548,17.94,2,1,1,17.985,20.035,22.103,2,1,5,16.508,20.715,22.033,2,1,1,10.207,16.661,17.984,4,1,6,11.384,12.8,13.809,2,1,3,6.329,8.714,10.27,2,1,5,11.274,13.575,14.776,2,1,6,8.576,12.168,13.342,3,1,6,11.095,12.553,13.491,2,1,5,8.889,16.4,17.708,3,1,2,7.777,10.062,11.317,2,1,6,7.331,14.131,15.295,4,1,4,10.817,13.086,14.333,2,1,6,12.268,14.438,20.123,2,1,5,23.913,25.468,27.244,2,1,6,8.993,10.472,11.625,2,1,2,7.811,12.15,13.375,3,1,5,7.276,10.493,11.521,2,1,6,6.843,8.323,9.242,2,1,4,15.846,17.39,18.47,2,1,,,,,,,1,4,27.585,29.276,30.87,2,,1,8,6.83,6.83,10.631,1,50,15.651,15.651,19.395,1,20,19.625,19.625,23.529,1,second,8,Emily,27,2,25,2,3,1,1,,2,2,1,1,1,2,2,5,5,4,3,4,5,1,1,1,1,,,1,2,2,3,n/a,13 mins
