V1,V2,V3,V4,V5,V7,V8,V9,V10,confirmCode,Condition,Counterbalance,IDInst,FB,Term,Inst_SM,Fake1_SM,Fake1_3,Fake1_RT_1,Fake1_RT_2,Fake1_RT_3,Fake1_RT_4,Fake2_SM,Fake2_3,Fake2_RT_1,Fake2_RT_2,Fake2_RT_3,Fake2_RT_4,Fake3_SM,Fake3_3,Fake3_RT_1,Fake3_RT_2,Fake3_RT_3,Fake3_RT_4,Fake4_SM,Fake4_3,Fake4_RT_1,Fake4_RT_2,Fake4_RT_3,Fake4_RT_4,Fake5_SM,Fake5_3,Fake5_RT_1,Fake5_RT_2,Fake5_RT_3,Fake5_RT_4,Fake6_SM,Fake6_3,Fake6_RT_1,Fake6_RT_2,Fake6_RT_3,Fake6_RT_4,Fake7_SM,Fake7_3,Fake7_RT_1,Fake7_RT_2,Fake7_RT_3,Fake7_RT_4,Fake8_SM,Fake8_3,Fake8_RT_1,Fake8_RT_2,Fake8_RT_3,Fake8_RT_4,Fake9_SM,Fake9_3,Fake9_RT_1,Fake9_RT_2,Fake9_RT_3,Fake9_RT_4,Fake10_SM,Fake10_3,Fake10_RT_1,Fake10_RT_2,Fake10_RT_3,Fake10_RT_4,Fake11_SM,Fake11_3,Fake11_RT_1,Fake11_RT_2,Fake11_RT_3,Fake11_RT_4,Fake12_SM,Fake12_3,Fake12_RT_1,Fake12_RT_2,Fake12_RT_3,Fake12_RT_4,Real1_SM,Real1_3,Real_RT_1,Real_RT_2,Real_RT_3,Real_RT_4,Real2_SM,Real2_3,Real2_RT_1,Real2_RT_2,Real2_RT_3,Real2_RT_4,Real3_SM,Real3_3,Real3_RT_1,Real3_RT_2,Real3_RT_3,Real3_RT_4,Real4_SM,Real4_3,Real4_RT_1,Real4_RT_2,Real4_RT_3,Real4_RT_4,Real5_SM,Real5_3,Real5_RT_1,Real5_RT_2,Real5_RT_3,Real5_RT_4,Real6_SM,Real6_3,Real6_RT_1,Real6_RT_2,Real6_RT_3,Real6_RT_4,Real7_SM,Real7_3,Real7_RT_1,Real7_RT_2,Real7_RT_3,Real7_RT_4,Real8_SM,Real8_3,Real8_RT_1,Real8_RT_2,Real8_RT_3,Real8_RT_4,Real9_SM,Real9_3,Real9_RT_1,Real9_RT_2,Real9_RT_3,Real9_RT_4,Real10_SM,Real10_3,Real10_RT_1,Real10_RT_2,Real10_RT_3,Real10_RT_4,Real11_SM,Real11_3,Real11_RT_1,Real11_RT_2,Real11_RT_3,Real11_RT_4,Real12_SM,Real12_3,Real12_RT_1,Real12_RT_2,Real12_RT_3,Real12_RT_4,Pretest2,NeuFakeImp,Neu1_2,Neu1_RT_1,Neu1_RT_2,Neu1_RT_3,Neu1_RT_4,NeuRealImp,Neu3_2,Neu3_RT_1,Neu3_RT_2,Neu3_RT_3,Neu3_RT_4,Pretest1,CRT_Inst,CRT1_1,CRT1_1_RT_1,CRT1_1_RT_2,CRT1_1_RT_3,CRT1_1_RT_4,CRT1_2,CRT1_2_RT_1,CRT1_2_RT_2,CRT1_2_RT_3,CRT1_2_RT_4,CRT1_3,CRT1_3_RT_1,CRT1_3_RT_2,CRT1_3_RT_3,CRT1_3_RT_4,CRT3_1,CRT3_2,CRT3_3,CRT3_4,CRT_chk,Age,Sex,Education,English,Party,Party_TEXT,Social_Conserv,Economic_Conserv,POTUS2016,ClintonTrump,DemRep,Media1,Media2,Media3_1,Media3_2,Media3_3,Media3_11,AccImp,FB_F,SocialMedia_Chk,Theism1,Theism2_1,Theism2_2,Theism2_3,Theism2_4,note,Random,Google,Fabricate,Comments,Length
R_1n3LfoS1Y03wLvj,Default Response Set,Anonymous,,,0,10/5/2017 21:11,10/5/2017 21:22,1,758220,2,2,1,1,,1,1,3,13.786,13.786,15.057,1,1,1,4.096,4.096,5.491,1,1,1,6.805,8.266,8.899,3,1,2,5.998,5.998,6.929,1,1,1,6.568,6.568,7.746,1,1,1,6.082,6.531,7.499,2,1,5,16.033,18.199,18.97,2,1,5,14.843,14.843,15.712,1,1,6,10.115,10.115,11.731,1,1,1,6.792,6.792,8.3,1,1,6,7.737,7.737,9.169,1,1,6,6.021,6.021,6.927,1,1,2,5.598,5.598,6.529,1,1,2,6.613,6.613,7.669,1,1,1,5.63,5.63,6.562,1,1,2,7.58,7.58,8.513,1,1,1,7.025,7.025,7.96,1,1,2,7.295,7.295,8.328,1,1,5,10.057,10.057,10.918,1,1,5,9.131,9.131,9.996,1,1,5,8.625,8.625,9.567,1,1,5,11.435,11.435,12.319,1,1,5,3.381,6.397,7.561,2,1,6,8.409,8.409,9.17,1,,,,,,,,1,4,17.174,17.174,18.189,1,1,1,8,10.495,10.495,13.245,1,50,13.034,13.034,18.983,1,20,55.739,55.739,58.365,1,Second,8,Emily,27,3,27,2,5,1,6,Democratic Socialist,1,2,1,1,1,2,1,3,4,2,2,5,5,1,1,1,,,,1,2,2,3,Some of the word problems I realized I got wrong as I pushed the submit button,10 minutes
R_PtYUqzMCQVxCLAt,Default Response Set,Anonymous,,,0,10/5/2017 21:14,10/5/2017 21:23,1,648920,1,2,1,1,,1,1,1,5.847,8.382,9.567,2,1,1,4.016,4.016,4.738,1,1,2,6.696,6.696,7.772,1,1,2,5.427,5.427,7.934,1,1,1,4.817,4.817,5.642,1,1,1,6.854,7.56,8.495,2,1,1,5.189,5.189,6.043,1,1,1,4.346,4.346,5.442,1,1,1,4.937,5.378,6.084,2,1,4,4.703,4.703,5.766,1,1,2,6.313,6.313,6.978,1,1,1,6.317,6.317,7.5,1,1,3,5.777,6.63,6.952,2,1,2,3.533,3.533,4.879,1,1,1,6.269,6.269,7.551,1,1,3,5.093,8.118,9.032,2,1,2,6.026,6.793,7.57,2,1,2,4.097,4.097,4.851,1,1,1,3.696,3.696,4.48,1,1,2,3.432,3.432,4.43,1,1,3,4.126,4.126,5.111,1,1,2,6.396,7.591,8.102,2,1,2,4.775,4.775,6.169,1,1,2,14.277,18.551,19.412,2,1,,,,,,,1,2,15.234,15.234,16.043,1,,1,8,13.74,13.772,16.021,2,10,12.368,12.368,22.692,1,39,31.398,34.997,35.382,3,second,8,Emily,27,1,30,1,6,1,1,,2,2,1,1,1,2,1,5,4,2,1,5,5,1,1,1,,,,1,2,2,3,,10 minutes
R_3QFxjX5Kf1mKYOi,Default Response Set,Anonymous,,,0,10/5/2017 21:14,10/5/2017 21:23,1,923952,2,1,1,1,,1,1,1,2.232,12.27,14.28,2,1,1,62.982,64.509,66.027,2,1,1,3.388,7.448,9.667,3,1,1,1.464,2.976,4.599,2,1,1,4.155,5.991,7.533,2,1,1,6.861,11.77,13.19,4,1,1,2.929,8.16,9.45,3,1,2,1.382,5.241,6.319,3,1,1,2.609,5.14,6.771,2,1,1,1.044,2.027,3.126,2,1,1,26.445,27.729,29.078,2,1,1,3.191,4.252,5.49,2,1,1,2.08,6.869,9.071,2,1,1,2.808,4.401,6.073,2,1,1,1.446,2.765,4.186,2,1,1,1.563,3.186,5.251,2,1,1,2.674,4.265,5.571,2,1,1,1.786,7.403,8.912,3,1,1,1.302,2.336,3.577,2,1,1,2.078,6.068,7.971,2,1,1,1.553,2.966,5.729,2,1,2,2.275,5.945,7.413,3,1,1,1.199,5.367,6.563,5,1,2,2.33,4.991,8.141,2,,1,1,4.545,6.56,8.107,2,,,,,,,1,1,8,4.769,4.769,6.928,1,50,1.27,1.27,4.426,1,20,2.232,2.232,6.164,1,first,7,June,9,1,27,1,3,1,1,,2,2,1,1,1,2,2,2,2,2,2,1,5,2,3,1,,1,,1,2,2,2,no,9 minutes
R_6WmIcwin2cuYMgN,Default Response Set,Anonymous,,,0,10/5/2017 21:08,10/5/2017 21:23,1,70567,2,2,1,1,,1,1,2,9.229,9.229,10.445,1,1,1,5.642,5.642,8.264,1,1,1,7.645,7.645,8.823,1,1,1,11.652,11.652,13.276,1,1,1,10.075,10.075,10.925,1,1,6,20.665,22.178,24.265,2,1,1,12.278,12.278,13.664,1,1,1,9.183,9.183,10.427,1,1,6,8.603,8.603,9.433,1,1,1,11.047,11.047,12.761,1,1,1,8.081,8.705,9.824,2,1,1,40.68,44.096,45.547,2,1,6,5.592,5.592,6.385,1,1,1,4.958,4.958,6.054,1,1,1,11.92,12.639,13.786,2,1,1,6.634,6.634,8.111,1,1,4,19.376,19.376,20.508,1,1,1,14.396,15.09,17.2,2,1,1,9.395,10.273,11.638,2,1,1,11.321,11.321,12.495,1,1,1,5.764,5.764,7.14,1,1,1,10.678,11.149,12.276,2,1,1,6.618,6.618,7.632,1,1,3,0.093,30.912,31.963,4,,,,,,,,1,4,69.12,69.12,70.885,1,1,1,8,15.674,15.674,20.218,1,50,17.84,18.364,21.577,2,20,12.762,12.762,15.645,1,1,7,june,27,3,34,2,3,1,1,,3,3,4,2,1,2,2,1,3,5,2,5,5,1,1,1,,,,1,2,2,2,,10
R_UzEURCzwaa0Oc5X,Default Response Set,Anonymous,,,0,10/5/2017 21:03,10/5/2017 21:24,1,838751,2,2,1,1,,1,1,1,22.907,29.705,32.363,4,1,1,1.416,10.033,12.943,3,1,1,9.445,19.654,21.725,3,1,3,42.727,60.026,62.321,3,1,1,5.794,13.369,15.014,3,1,3,21.898,28.787,29.81,4,1,2,10.045,12.543,14.354,2,1,1,15.24,16.955,18.847,2,1,4,8.05,13.264,14.8,3,1,1,9.268,12.214,14.719,3,1,4,14.836,20.089,21.391,3,1,1,1.714,9.204,19.414,3,1,4,11.474,19.921,21.461,5,1,4,6.866,8.771,11.386,2,1,1,9.1,21.514,23.227,3,1,2,12.656,21.916,23.376,3,1,1,7.253,26.264,27.966,3,1,1,9.25,15.095,18.757,3,1,1,19.607,41.736,43.166,4,1,1,5.661,10.897,13.02,3,1,1,6.956,12.818,14.273,3,1,1,14.338,19.869,21.594,2,1,1,5.702,10.172,11.909,2,1,2,10.219,12.266,14.067,3,,,,,,,,1,3,14.334,18.24,19.644,2,1,1,8,6.727,6.727,11.604,1,50,27.615,27.615,35.122,1,20,22.536,22.536,28.42,1,second,8,june,0,3,29,1,3,1,2,,4,4,2,2,2,2,2,3,3,4,2,4,5,1,1,1,,,,1,2,2,3,,10 minutes
R_2uPyzZOMK5HkJz4,Default Response Set,Anonymous,,,0,10/5/2017 21:18,10/5/2017 21:27,1,971655,1,1,1,1,,1,1,1,2.661,2.661,3.719,1,1,2,42.396,42.396,43.776,1,1,1,4.264,4.264,4.939,1,1,1,1.48,2.528,3.555,2,1,1,3.364,3.364,4.54,1,1,1,2.228,2.228,2.919,1,1,2,1.611,2.811,4.11,3,1,4,3.67,3.67,4.537,1,1,2,6.106,7.778,8.559,2,1,4,5.377,7.152,7.995,2,1,2,3.702,4.151,5.116,2,1,5,4.558,6.519,7.242,2,1,2,2.086,2.086,3.154,1,1,6,2.8,4.935,5.546,3,1,1,2.846,3.469,4.129,2,1,2,2.121,2.121,3.844,1,1,1,4.35,4.35,5.241,1,1,1,2.249,2.249,3.805,1,1,1,1.89,1.89,3.308,1,1,1,3.003,4.339,5.757,2,1,1,2.043,2.452,3.134,2,1,1,1.827,2.285,3.022,2,1,4,2.503,2.503,3.274,1,1,2,4.274,4.57,5.349,2,1,1,2,5.473,9.993,10.574,2,,,,,,,,1,8,1.983,14.312,16.434,2,50,0.887,0.887,27.219,1,20,27.427,28.387,45.903,2,first,7,June,0,1,28,1,4,1,3,,4,4,6,2,2,2,1,1,1,5,3,1,3,2,1,1,,1,,1,2,1,1,no,&lt; 10 mins
R_UAUjfZfD3wQpCgx,Default Response Set,Anonymous,,,0,10/5/2017 21:12,10/5/2017 21:27,1,352341,2,2,1,1,,1,1,1,11.738,15.159,16.021,3,1,3,9.828,13.685,14.577,3,1,2,5.367,7.96,9.011,3,1,4,10.055,13.771,14.966,3,1,2,4.94,9.104,9.978,3,1,1,5.597,7.221,8.908,2,1,1,13.667,16.84,17.869,3,1,1,14.698,19.824,20.834,3,1,1,5.219,7.684,8.745,3,1,1,8.156,11.95,12.824,3,1,1,14.294,30.745,31.796,4,1,2,8.379,9.679,11.093,2,1,4,4.691,7.672,8.624,3,1,1,4.493,6.16,7.603,2,1,3,10.146,14.766,15.68,3,1,2,7.731,12.202,13.711,2,1,1,6.259,7.397,8.663,2,1,2,4.113,6.896,8.545,2,1,1,14.414,18.372,20.022,3,1,1,18.86,22.329,23.369,2,1,1,13.466,17.041,17.933,3,1,1,8.376,9.537,10.72,2,1,3,7.303,13.079,14.554,3,1,1,5.437,9.728,10.814,3,,,,,,,,1,3,11.092,15.468,17.021,3,1,1,8,7.291,7.291,11.872,1,10,21.432,41.795,46.262,3,39,37.74,37.74,46.801,1,second,8,Emily,3,3,35,1,5,1,2,,3,4,2,2,2,2,2,2,3,2,1,5,5,2,1,1,,1,,1,2,2,1,"It was a bit odd, but okay.",13 minutes
R_2uPxmyuGeWXrh28,Default Response Set,Anonymous,,,0,10/5/2017 21:14,10/5/2017 21:28,1,940573,2,2,1,1,,1,1,3,5.021,14.759,17.042,6,1,1,14.814,14.814,18.079,1,1,3,10.006,10.006,11.709,1,1,3,32.44,33.903,36.256,3,1,2,9.75,9.75,10.54,1,1,4,8.135,8.135,10.179,1,1,2,15.901,15.901,17.733,1,1,3,5.329,5.329,7.955,1,1,3,12.382,12.382,15.847,1,1,5,9.113,9.113,12.013,1,1,2,12.39,12.39,15.092,1,1,2,13.91,13.91,16.438,1,1,5,6.638,8.23,10.68,2,1,2,7.412,7.412,9.787,1,1,3,9.11,9.11,11.074,1,1,3,25.444,25.745,27.329,2,1,1,19.087,19.087,21.403,1,1,1,4.297,4.297,6.211,1,1,4,18.523,18.523,26.592,1,1,4,10.969,13.599,15.165,2,1,4,9.425,9.425,10.914,1,1,3,9.048,9.048,11.861,1,1,3,5.384,5.384,9.72,1,1,2,26.249,26.249,28.164,1,,,,,,,,1,3,11.764,12.532,14.646,2,1,1,8,7.068,7.068,11.121,1,50,12.668,17.073,22.604,3,20,19.597,25.732,31.637,2,third,8,emily,9,2,36,2,5,1,3,,3,3,6,1,2,1,2,1,1,3,2,3,2,2,1,1,,,,1,2,2,2,,10
R_2xWSUELYJN66NRn,Default Response Set,Anonymous,,,0,10/5/2017 21:03,10/5/2017 21:29,1,322660,2,1,1,1,,1,1,2,18.03,19.961,21.103,3,1,3,3.268,6.485,7.288,3,1,3,0.854,1.924,2.853,2,1,3,6.245,9.376,10.555,3,1,4,1.695,4.684,5.681,5,1,5,5.702,9.256,10.196,5,1,3,2.523,7.912,8.821,4,1,1,3.252,6.71,7.721,5,1,1,0,0,1.082,0,1,2,1.944,4.923,5.893,5,1,4,5.428,12.503,13.302,4,1,1,6.133,8.434,9.403,3,1,5,2.666,4.474,5.341,3,1,4,3.441,6.396,7.717,5,1,5,3.087,4.724,5.507,3,1,3,184.263,186.006,188.299,3,1,4,1.591,5.048,6.035,3,1,5,2.919,5.584,6.685,3,1,4,20.03,22.409,23.749,3,1,4,5.566,7.436,8.403,3,1,4,3.577,5.732,6.711,3,1,4,4.757,5.784,7.044,2,1,5,4.38,6.924,8.175,4,1,4,6.737,9.342,10.511,4,,1,2,15.327,17.806,18.686,3,,,,,,,1,1,8,5.772,5.772,13.613,1,50,6.847,6.847,14.024,1,20,19.936,19.936,22.535,1,1st,8,Emily,27,2,32,2,3,1,2,,3,3,3,1,2,2,2,3,5,5,3,4,5,1,1,1,,,,1,2,2,2,No,20 minutes
R_sKWeRAR40ha0gPT,Default Response Set,Anonymous,,,0,10/5/2017 21:16,10/5/2017 21:29,1,483840,2,1,1,1,,1,1,1,13.432,13.432,15.201,1,1,2,3.864,3.864,5.472,1,1,1,14.923,16.867,17.911,2,1,2,9.734,12.012,12.935,2,1,2,4.514,6.982,8.068,2,1,1,12.215,14.201,15.082,2,1,2,8.1,12.666,13.992,3,1,1,5.301,8.03,8.995,3,1,2,15.47,17.621,18.592,2,1,1,4.758,8.103,9.307,2,1,4,11.711,11.711,12.856,1,1,2,9.205,9.205,10.39,1,1,5,9.462,13.905,15.211,3,1,2,4.014,5.547,6.339,2,1,1,7.908,9.763,10.606,2,1,2,5.022,5.022,6.399,1,1,4,10.029,10.029,11.546,1,1,1,14.465,16.515,17.278,2,1,3,13.425,13.425,14.46,1,1,2,5.893,5.893,7.007,1,1,2,36.511,36.511,37.666,1,1,1,8.524,8.524,9.64,1,1,1,3.988,5.57,6.301,2,1,1,4.558,4.558,5.653,1,,1,2,18.26,20.598,21.744,3,,,,,,,1,1,8,5.296,5.296,10.862,1,50,12.449,12.449,20.377,1,20,19.142,19.142,25.651,1,SECOND PLACE,8,JUNE,3,3,26,2,4,1,6,Not political at all,2,2,5,1,1,2,2,2,4,3,4,4,5,2,3,,,1,,1,2,2,3,No,10 minutes
R_2Ce5m5cTzZVUBTm,Default Response Set,Anonymous,,,0,10/5/2017 21:13,10/5/2017 21:30,1,144019,1,1,1,1,,1,1,2,10.737,15.1,15.806,4,1,3,9.63,13.004,13.652,4,1,4,5.747,7.347,7.921,4,1,4,7.352,8.57,9.093,4,1,3,7.595,8.825,9.293,4,1,3,7.466,8.742,9.159,4,1,3,10.163,11.342,11.872,4,1,3,6.442,7.568,8.172,4,1,3,8.307,10.21,10.752,4,1,2,6.819,8.784,9.274,6,1,3,3.639,4.639,5.112,4,1,5,12.87,15.526,15.896,5,1,4,3.552,4.936,5.457,4,1,5,3.227,5.14,5.573,4,1,4,26.977,28.808,29.211,4,1,2,6.025,7.525,7.998,4,1,3,5.544,6.748,7.277,4,1,3,3.518,11.047,11.664,5,1,4,7.564,8.281,8.83,3,1,3,3.831,4.998,5.488,4,1,4,5.756,8.473,8.923,4,1,3,3.812,5.149,5.636,4,1,4,3.46,4.482,5.034,4,1,3,5.407,7.656,8.11,4,1,1,1,12.696,13.691,14.489,3,,,,,,,,1,4,4.066,102.509,248.674,7,10,93.649,129.024,130.707,7,20,7.392,14.716,15.237,3,1st,7,Emily,27,3,37,2,6,1,1,,3,3,5,1,1,2,2,4,2,2,2,4,5,2,1,1,1,1,,1,2,2,2,No,15 minutes
R_2fK7nuSUNz87WLQ,Default Response Set,Anonymous,,,0,10/5/2017 21:20,10/5/2017 21:31,1,522056,2,2,1,1,,1,1,3,4.395,4.395,6.443,1,1,3,1.664,1.664,2.567,1,1,2,1.152,1.152,10.166,1,1,2,2.111,2.111,3.226,1,1,2,2.477,2.477,3.901,1,1,3,0.723,2.838,3.575,4,1,3,1.333,1.333,3.327,1,1,2,2.26,2.26,4.769,1,1,6,16.928,16.928,17.728,1,1,2,10.422,11.254,13.243,2,1,2,0.789,0.789,2.353,1,1,3,2.156,2.156,4.479,1,1,3,1.656,1.656,4.585,1,1,2,3.108,4.601,5.517,4,1,3,5.843,5.843,8.079,1,1,2,7.492,7.492,13.434,1,1,3,1.1,1.484,3.604,2,1,1,1.35,6.16,7.796,2,1,4,5.421,9.421,10.385,2,1,4,3.173,3.173,4.186,1,1,3,1.717,1.717,3.902,1,1,1,6.42,6.42,9.645,1,1,3,10.822,10.822,17.701,1,1,4,1.832,1.832,3.071,1,,,,,,,,1,1,6.502,7.128,8.65,2,1,1,4,2.395,2.395,6.751,1,10,1.418,1.418,5.823,1,39,71.155,80.873,85.782,2,1,8,june,27,1,22,1,5,1,1,,2,2,1,1,1,1,2,3,2,2,1,1,3,2,4,,,,1,1,2,2,2,No,11 minutes
R_25thWttWJ808qg3,Default Response Set,Anonymous,,,0,10/5/2017 21:19,10/5/2017 21:32,1,270631,1,2,1,1,,1,1,1,13.644,14.796,15.743,2,1,1,8.942,8.942,9.626,1,1,1,13.824,13.824,14.667,1,1,4,13.321,13.69,14.429,2,1,1,11.878,11.878,12.702,1,1,1,12.283,12.283,13.977,1,1,1,18.183,20.347,21.175,5,1,1,41.44,41.44,42.568,1,1,1,16.218,16.514,17.324,2,1,1,11.306,12.17,12.67,2,1,4,21.091,21.322,21.997,2,1,1,16.241,17.313,18.136,2,1,3,27.876,27.876,29.581,1,1,3,15.657,16.057,21.645,2,1,2,29.665,40.706,41.782,3,1,4,10.71,10.71,11.482,1,1,1,20.886,20.886,22.45,1,1,4,11.516,13.644,14.464,6,1,1,17.862,20.262,20.922,3,1,4,18.672,18.672,20.077,1,1,4,23.837,23.837,24.833,1,1,5,14.164,16.02,16.696,2,1,5,14.334,14.915,19.663,2,1,4,15.743,16.361,17.18,3,1,,,,,,,1,4,23.276,23.276,23.968,1,,1,8,2.625,2.625,16.102,1,10,1.157,3.182,13.555,2,39,1.05,5.747,9.36,2,Second,8,Emily,0,2,26,1,4,1,6,Green,2,4,1,1,1,2,2,3,4,3,1,5,2,1,4,1,,1,,1,2,1,3,,12:15
R_1kLUReBYT9OYItF,Default Response Set,Anonymous,,,0,10/5/2017 21:21,10/5/2017 21:32,1,800242,2,1,1,1,,1,1,6,10.34,10.34,12.521,1,1,3,9.512,9.512,11.035,1,1,2,4.365,6.813,7.684,2,1,2,4.459,4.459,6.159,1,1,2,7.329,7.329,8.549,1,1,1,9.449,9.449,13.221,1,1,3,5.993,5.993,8.328,1,1,4,15.039,15.039,16.399,1,1,2,11.703,13.067,14.435,2,1,2,5.731,5.731,7.811,1,1,4,8.024,8.024,9.176,1,1,1,10.912,13.152,14.521,2,1,5,6.855,6.855,8.227,1,1,5,6.204,6.204,7.154,1,1,4,4.295,4.689,5.894,2,1,4,4.183,4.183,5.85,1,1,5,5.549,5.549,7.227,1,1,5,4.294,4.294,5.438,1,1,4,4.619,4.619,6.589,1,1,2,3.387,3.387,4.825,1,1,4,6.453,6.453,7.851,1,1,4,10.786,10.786,12.106,1,1,3,5.626,5.626,6.854,1,1,2,22.41,23.896,25.032,2,,1,2,21.194,21.194,23.225,1,,,,,,,1,1,8,0,0,13.572,0,50,0,0,45.947,0,39,0,0,21.46,0,1st,8,Emily,0,1,34,2,4,1,3,,2,2,3,2,2,1,2,2,4,3,2,5,4,2,1,1,,,,1,2,2,3,I looked at the sources included on the articles.  Some I recognized as untrustworthy news sources. I feel like that may have given some away.,5 minutes
R_3jVdZqunbBFiWbW,Default Response Set,Anonymous,,,0,10/5/2017 21:22,10/5/2017 21:32,1,709956,1,2,1,1,,1,1,1,8.321,12.106,12.747,5,1,1,6.131,7.04,8.804,2,1,1,5.47,6.653,7.61,2,1,1,4.504,6.588,7.743,3,1,1,7.125,8.525,9.354,3,1,1,8.735,13.605,14.798,6,1,1,4.59,7.03,8.573,4,1,1,5.047,9.027,10.072,5,1,4,3.807,9.161,10.33,4,1,2,7.42,12.51,13.334,3,1,1,10.996,12.491,15.651,2,1,5,4.462,7.725,8.791,3,1,1,2.621,4.332,5.726,3,1,1,2.456,3.787,4.608,3,1,1,2.971,4.828,6.497,2,1,1,9.93,13.308,14.904,3,1,1,3.801,5.572,7.269,2,1,1,3.251,5.713,6.905,4,1,1,4.929,6.728,7.722,3,1,1,3.312,5.976,6.943,3,1,1,2.505,4.439,6.213,3,1,1,4.265,8.491,9.458,3,1,1,2.379,3.302,4.178,2,1,3,2.716,3.709,4.852,2,1,,,,,,,1,4,3.787,8.118,9.113,2,,1,8,1.518,1.518,8.747,1,10,19.571,59.342,59.889,3,39,6.825,6.825,9.693,1,second,8,Emiliy,0,2,34,1,6,1,3,,2,2,1,1,1,2,2,5,2,2,1,5,5,1,1,1,,,,1,2,2,3,Fun,10 minutes
R_3g6CiZlWxqrnf2v,Default Response Set,Anonymous,,,0,10/5/2017 21:19,10/5/2017 21:32,1,915308,1,2,1,1,,1,1,1,16.022,16.022,17.009,1,1,1,9.566,9.566,10.392,1,1,4,5.999,5.999,6.908,1,1,2,2.301,10.397,11.121,2,1,1,4.618,4.618,5.397,1,1,1,9.755,10.124,10.935,2,1,6,15.325,15.325,19.432,1,1,2,7.605,7.605,9.255,1,1,1,12.922,12.922,13.709,1,1,1,3.328,9.687,12.306,2,1,1,9.502,9.502,20.185,1,1,2,8.896,11.232,12.211,2,1,3,17.659,17.659,18.742,1,1,2,4.067,4.067,4.856,1,1,4,13.761,13.761,27.789,1,1,4,6.393,7.441,8.54,2,1,1,13.982,13.982,19.937,1,1,2,6.596,6.596,7.583,1,1,3,22.8,22.8,23.874,1,1,2,23.945,23.945,25.348,1,1,5,8.728,13,14.589,2,1,5,12.408,12.408,13.099,1,1,6,8.596,8.596,9.439,1,1,5,13.738,16.522,17.325,2,1,,,,,,,1,3,30.376,30.376,31.363,1,,1,8,1.468,1.987,4.957,2,10,1.089,1.089,31.189,1,39,1.43,1.43,25.175,1,second,8,Emily,27,1,32,1,5,1,1,,1,4,1,1,1,2,2,3,4,2,1,5,5,1,4,,,1,1,1,2,2,3,,6 minutes
R_2fv6DOgx9UlkRfa,Default Response Set,Anonymous,,,0,10/5/2017 21:18,10/5/2017 21:32,1,490908,2,2,1,1,,1,1,1,12.818,14.175,15.054,3,1,1,7.803,8.685,13.175,3,1,1,6.77,8.011,8.964,3,1,1,7.906,9.055,9.717,3,1,1,4.155,5.119,5.742,3,1,1,7.941,9.006,10.481,3,1,1,15.201,16.164,16.671,3,1,1,7.058,7.879,9.934,3,1,1,7.136,14.284,14.922,3,1,1,9.605,10.968,11.606,3,1,1,15.797,17.92,18.518,3,1,1,15.436,16.211,16.868,3,1,1,13.692,15.339,15.978,3,1,1,9.272,10.113,13.719,3,1,1,9.359,11.171,11.714,4,1,1,7.707,9.535,10.809,3,1,1,15.847,17.682,18.672,5,1,3,11.952,14.232,15.724,4,1,2,27.992,29.955,32.17,3,1,2,11.762,12.504,13.058,3,1,1,9.062,10.326,10.808,3,1,5,11.356,12.112,12.952,3,1,4,10.813,11.505,12.575,3,1,5,10.495,11.894,16.167,3,,,,,,,,1,2,40.978,42.441,43.185,3,1,1,4,42.326,42.39,68.533,2,10,16.078,16.14,20.053,2,39,9.089,9.141,13.971,2,2,8,Emily,0,1,47,2,6,1,1,,2,2,1,1,1,2,1,4,4,3,2,4,5,1,1,1,,1,1,1,2,2,2,,5 minutes
R_3HLmauInUXM7tof,Default Response Set,Anonymous,,,0,10/5/2017 21:17,10/5/2017 21:32,1,915808,1,2,1,1,,1,1,4,10.088,12.164,14.282,2,1,6,4.611,4.611,6.977,1,1,5,7.135,9.325,10.972,4,1,3,14.135,16.855,19.874,4,1,5,4.922,7.647,12.12,3,1,3,10.114,15.951,17.653,4,1,5,8.169,10.925,12.254,6,1,2,3.676,3.676,5.757,1,1,4,6.945,10.345,12.273,4,1,3,5.516,8.122,10.459,3,1,5,4.693,4.693,6.919,1,1,4,7.247,7.247,10.016,1,1,3,4.197,4.197,6.342,1,1,5,4.777,12.82,16.438,5,1,3,5.071,7.547,8.908,4,1,4,7.679,15.843,17.222,5,1,3,3.404,6.481,8.162,4,1,3,6.916,11.456,14.476,4,1,2,5.513,5.513,7.445,1,1,2,9.459,9.459,11.897,1,1,3,4.932,4.932,6.688,1,1,2,9.872,12.763,14.965,4,1,5,4.097,7.888,10.286,4,1,3,10.584,10.584,13.23,1,1,,,,,,,1,3,16.438,20.192,22.015,4,,1,8,24.223,24.223,28.592,1,10,11.208,31.943,38.508,2,20,46.105,46.105,63.97,1,SECOND,8,JUNE,9,3,34,2,3,1,3,,3,3,2,2,2,2,2,2,4,4,3,4,5,1,1,1,,,,1,2,2,3,,10 MINS
