ResponseID,ResponseSet,Name,ExternalDataReference,Email,Status,StartDate,EndDate,Finished,age,gender,hhi,ethnicity,hispanic,education,political_party,region,confirmCode,Condition,PKOrder,Endorse,RealFake,Consent,FB,Term,Funny,Fake1,Fake1_Funny,Fake1_RT_1,Fake1_RT_2,Fake1_RT_3,Fake1_RT_4,Fake2,Fake2_Funny,Fake2_RT_1,Fake2_RT_2,Fake2_RT_3,Fake2_RT_4,Real1,Real1_Funny,Real1_RT_1,Real1_RT_2,Real1_RT_3,Real1_RT_4,Real2,Real2_Funny,Real2_RT_1,Real2_RT_2,Real2_RT_3,Real2_RT_4,Accuracy,Fake1.0,Fake1_2,Fake1_RT_1.0,Fake1_RT_2.0,Fake1_RT_3.0,Fake1_RT_4.0,Fake2.0,Fake2_2,Fake2_RT_1.0,Fake2_RT_2.0,Fake2_RT_3.0,Fake2_RT_4.0,Real1.0,Real1_2,Real1_RT_1.0,Real1_RT_2.0,Real1_RT_3.0,Real1_RT_4.0,Real2.0,Real2_2,Real2_RT_1.0,Real2_RT_2.0,Real2_RT_3.0,Real2_RT_4.0,AccImp,InstAfterAcc,InstNoAcc,Fake1_SM,Fake1_3,Fake1_RT_1.1,Fake1_RT_2.1,Fake1_RT_3.1,Fake1_RT_4.1,Fake2_SM,Fake2_3,Fake2_RT_1.1,Fake2_RT_2.1,Fake2_RT_3.1,Fake2_RT_4.1,Fake3_SM,Fake3_3,Fake3_RT_1,Fake3_RT_2,Fake3_RT_3,Fake3_RT_4,Fake4_SM,Fake4_3,Fake4_RT_1,Fake4_RT_2,Fake4_RT_3,Fake4_RT_4,Fake5_SM,Fake5_3,Fake5_RT_1,Fake5_RT_2,Fake5_RT_3,Fake5_RT_4,Fake6_SM,Fake6_3,Fake6_RT_1,Fake6_RT_2,Fake6_RT_3,Fake6_RT_4,Fake7_SM,Fake7_3,Fake7_RT_1,Fake7_RT_2,Fake7_RT_3,Fake7_RT_4,Fake8_SM,Fake8_3,Fake8_RT_1,Fake8_RT_2,Fake8_RT_3,Fake8_RT_4,Fake9_SM,Fake9_3,Fake9_RT_1,Fake9_RT_2,Fake9_RT_3,Fake9_RT_4,Fake10_SM,Fake10_3,Fake10_RT_1,Fake10_RT_2,Fake10_RT_3,Fake10_RT_4,Real1_SM,Real1_3,Real_RT_1,Real_RT_2,Real_RT_3,Real_RT_4,Real2_SM,Real2_3,Real2_RT_1.1,Real2_RT_2.1,Real2_RT_3.1,Real2_RT_4.1,Real3_SM,Real3_3,Real3_RT_1,Real3_RT_2,Real3_RT_3,Real3_RT_4,Real4_SM,Real4_3,Real4_RT_1,Real4_RT_2,Real4_RT_3,Real4_RT_4,Real5_SM,Real5_3,Real5_RT_1,Real5_RT_2,Real5_RT_3,Real5_RT_4,Real6_SM,Real6_3,Real6_RT_1,Real6_RT_2,Real6_RT_3,Real6_RT_4,Real7_SM,Real7_3,Real7_RT_1,Real7_RT_2,Real7_RT_3,Real7_RT_4,Real8_SM,Real8_3,Real8_RT_1,Real8_RT_2,Real8_RT_3,Real8_RT_4,Real9_SM,Real9_3,Real9_RT_1,Real9_RT_2,Real9_RT_3,Real9_RT_4,Real10_SM,Real10_3,Real10_RT_1,Real10_RT_2,Real10_RT_3,Real10_RT_4,CRTInst,Q214,CRT1_1,CRT1_2,CRT1_3,CRT3_1,CRT3_2,CRT_Est,PK_Inst,PK_1,PK_1_RT_1,PK_1_RT_2,PK_1_RT_3,PK_1_RT_4,PK_2,PK_2_RT_1,PK_2_RT_2,PK_2_RT_3,PK_2_RT_4,PK_3,PK_3_RT_1,PK_3_RT_2,PK_3_RT_3,PK_3_RT_4,PK_4,PK_4_RT_1,PK_4_RT_2,PK_4_RT_3,PK_4_RT_4,PK_5,PK_5_RT_1,PK_5_RT_2,PK_5_RT_3,PK_5_RT_4,PK_Est,note,Random,Google,Age.0,Gender.0,Gender_TEXT,Education.0,Income,Ethnicity_1,Ethnicity_2,Ethnicity_3,Ethnicity_4,Ethnicity_5,Ethnicity_6,Ethnicity_6_TEXT,Party,Party_TEXT,DemRep_C,DemRep_Past_1,DemRep_Past_2,DemRep_Past_3,DemRep_Past_4,DemRep_Past_5,DemRep_Past_6,Social_Conserv,Economic_Conserv,POTUS2016,Congress2018,feeling_therm_trump__1,support_trump,vote_trump_2020,SocialMedia_Chk,Facebook_Freq,SharingBelief_others,SharingBelief_self,Media1,Media2,Media3_1,Media3_2,Media3_3,Media3_11,Zipcode,Comments,Length
R_8hNPiC2p8DSzqp3,Default Response Set,Anonymous, , ,0,4/30/2019,4/30/2019,1,34,1,9,1,1,4,5,3,265280,1,1,1, ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,1,1,6,7.897,8.626,9.312,2,1,6,4.271,5.085,5.833,2,1,6,4.425,5.28,5.919,2,1,6,6.763,7.578,8.314,2,1,6,7.351,8.26,9.229,3,1,1,5.55,15.284,16.492,2,1,1,4.998,7.732,8.636,2,1,1,7.54,8.012,8.929,2,1,1,4.836,5.314,6.1,2,1,1,10.723,11.516,12.32,2,1,1,4.422,7.869,8.846,3,1,6,4.341,4.987,5.612,2,1,6,2.745,3.476,4.13,2,1,6,3.141,3.834,4.435,2,1,6,3.186,4.362,5.124,3,1,1,6.878,7.335,8.287,2,1,1,3.976,4.488,5.407,2,1,5,9.014,11.04,11.895,3,1,1,19.594,22.555,23.538,3,1,1,5.656,6.23,7.012,2,1,1,8,5,20,2,8,5,1,3,7.697,7.697,8.745,1,2,5.593,5.593,10.009,1,1,6.394,6.394,7.232,1,1,5.875,5.875,7.907,1,3,3.401,3.401,4.138,1,5,1,2,2,34,1, ,3,4,1, , , , , , ,3, ,4, , , ,1, , ,3,4,4,5,100,7,7,1,5,7, ,1,2,1,1,1,1,70363,None,7 minutes
R_xErJwqIHhvVGpfX,Default Response Set,Anonymous, , ,0,4/30/2019,4/30/2019,1,37,1,3,1,1,2,9,3,741579,4,2,2, ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, ,1,1,3,9.289,10.785,11.647,3,1,1,6.395,7.361,8.226,3,1,1,10.706,11.595,12.493,3,1,1,7.566,8.511,9.401,3,1,1,8.232,9.232,10.052,3,1,1,8.021,8.97,9.857,2,1,1,3.468,5.538,6.391,3,1,1,3.593,4.529,5.466,3,1,1,7.132,9.547,10.439,3,1,1,3.929,5.046,5.967,3,1,1,3.951,4.816,5.77,3,1,1,5.144,6.398,7.311,3,1,3,9.532,16.467,17.288,4,1,1,2.455,4.109,4.978,3,1,1,2.988,4.088,4.972,3,1,1,6.84,8.095,8.99,3,1,1,3.967,4.752,5.592,3,1,1,6.637,8.569,9.406,3,1,1,3.362,3.815,4.735,2,1,1,2.947,3.93,4.82,3,1,1,8,50,20,1,7,4,1,3,5.659,5.659,6.499,1,1,5.039,5.039,5.662,1,2,3.614,3.614,4.236,1,1,6.932,6.932,7.509,1,2,9.365,9.365,9.945,1,4,1,2,2,37,1, ,3,6,1, , , , , , ,2, ,4, , , ,1, , ,4,4,2,2,82,5,7,2,4, ,1,2,2,2,2,4,2,75672,No,5 minutes
R_12EUE4aitzVfgeH,Default Response Set,Anonymous, , ,0,4/30/2019,4/30/2019,1,36,1,9,1,1,6,6,4,19477,1,1,2, ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, ,1,1,6,8.546,9.898,11.929,4,1,4,12.807,16.536,17,6,1,6,17.691,21.57,22.052,3,1,6,9.904,21.114,21.686,5,1,2,5.599,7.425,8.173,5,1,6,2.362,11.579,12.002,7,1,6,14.013,14.893,15.301,3,1,6,6.342,8.494,8.901,5,1,6,4.597,7.796,8.28,4,1,6,10.198,11.661,12.394,5,1,2,8.867,15.303,16.175,9,1,4,7.467,8.433,8.937,4,1,2,3.101,12.083,12.621,6,1,4,12.424,14.214,14.75,4,1,1,5.965,6.7,7.255,3,1,5,6.498,7.168,7.682,3,1,4,4.853,6.982,7.603,5,1,6,8.601,9.201,9.705,2,1,4,5.345,6.688,7.563,2,1,6,6.44,7.504,8.298,3,1,1,8,50,39,2,8,4,1,3,3.144,3.764,4.636,2,2,8.022,8.022,8.501,1,1,1.931,1.931,2.824,1,3,6.152,6.152,10.108,1,3,8.024,8.024,9.639,1,4,1,2,2,36,1, ,5,6,1, , , , , , ,4,Democratic Socialist,1,1,1, , , , ,1,2,4,5,0,1,1,1,5, ,5,2,2,2,3,3,2,87031,I assumed that all of the headlines were supposed to be factual because I didn't recognize the cited sources as parody news sites,10 minutes
R_1E0NZof1H74MSBj,Default Response Set,Anonymous, , ,0,4/30/2019,4/30/2019,1,76,2,23,1,1,5,2,4,676174, , , , ,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
R_28SaRWKnCT0HeJQ,Default Response Set,Anonymous, , ,0,4/30/2019,4/30/2019,1,44,1,3,1,1,4,1,3,23453,3,2,2,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , ,1,6,12.915,20.721,21.229,5, , , , , , ,6,1, ,1,5,8.785,11.694,12.424,4,1,5,4.945,6.2,6.931,3,1,1,7.472,8.401,9.248,3,1,1,5.498,8.3,9.253,5,1,5,9.512,10.4,11.142,2,1,1,7.642,9.321,10.395,3,1,1,6.186,8.039,9.368,3,1,1,8.665,9.999,10.863,3,1,1,3.201,4.832,5.572,2,1,1,13.623,14.684,15.701,3,1,4,5.916,9.537,10.281,3,1,2,17.732,22.597,23.811,4,1,6,10.455,11.1,11.9,2,1,5,6.232,7.501,8.198,2,1,5,3.173,5.501,6.2,2,1,3,8.042,11.218,11.753,5,1,2,6.513,7.671,8.32,3,1,3,18.049,20.209,20.827,3,1,3,4.652,6.689,7.247,4,1,4,4.193,5.573,6.115,3,1,1,8,10,39,1,8,5,1,3,4.382,4.382,4.966,1,1,3.953,3.953,4.982,1,1,4.549,5.401,6.558,2,1,7.387,7.387,8.264,1,4,4.2,4.2,5.278,1,3,1,2,2,44,1, ,4,6,1, , , , , , ,1, ,1,1,1,1, , , ,3,2,1,1,89,7,6,1,5, ,6,1,2,2,3,5,5,32757,I enjoyed the IQ questions,15 minutes
R_2CIDxeTwVLSfcWi,Default Response Set,Anonymous, , ,0,4/30/2019,4/30/2019,1,53,1,9,1,1,2,9,3,236277,4,2,2, ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, ,1,1,4,0.749,0.749,1.596,1,1,5,0.757,0.757,1.37,1,1,5,2.1,2.1,3.109,1,1,4,1.168,1.168,1.934,1,1,4,0.928,0.928,1.612,1,1,3,1.18,1.18,1.885,1,1,4,1.066,1.066,1.882,1,1,4,1.441,2.495,3.361,2,1,4,3.727,3.727,4.544,1,1,4,1.192,1.192,1.816,1,1,4,1.194,1.194,2.173,1,1,3,1.358,1.358,2.478,1,1,4,1.552,1.552,2.379,1,1,4,1.253,1.253,2.049,1,1,5,0.809,1.922,2.567,2,1,4,0.662,1.553,2.359,3,1,3,1.308,1.308,2.721,1,1,4,1.231,1.231,2.421,1,1,3,1.346,2.5,3.307,5,1,5,1.536,2.092,2.726,2,1,1,8,5,15,1,7,3,1,2,5.457,5.457,6.254,1,3,2.126,2.126,3.145,1,1,2.891,2.891,4.06,1,2,3.832,3.832,4.81,1,2,1.101,1.101,2.089,1,3,1,2,2,53,1, ,2,6,1, , , , , , ,2, ,4, , , ,1, , ,3,3,2,2,55,5,5,2,5, ,5,1,2,3,3,4,4,77084,no,15
R_3r02h9GRFkouYLF,Default Response Set,Anonymous, , ,0,4/30/2019,4/30/2019,1,49,1,17,1,1,6,9,3,874439,2,2,2,2,1,1, ,1, , , , , , , , , , , , ,1,1,10.725,14.819,15.733,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,1, ,1,1,7.174,8.038,9.04,2,1,5,7.27,7.971,9.093,2,1,1,7.515,8.114,9.028,2,1,1,6.841,7.549,8.467,2,1,4,6.065,7.033,8.026,2,1,1,7.895,8.579,9.501,2,1,1,8.978,10.422,11.26,3,1,1,8.874,10.628,11.391,3,1,1,4.004,4.692,5.611,2,1,1,8.889,9.66,10.567,2,1,1,5.879,6.535,7.484,2,1,5,6.69,7.624,8.529,2,1,6,5.108,6.821,7.711,3,1,4,10.159,13.234,15.722,4,1,6,4.062,5.052,5.891,2,1,1,6.594,9.116,10.099,4,1,1,8.579,9.414,10.423,2,1,1,5.357,8.635,9.493,5,1,3,7.258,12.074,12.836,6,1,4,6.641,11.598,12.498,7,1,1,8,10,20,1,8,4,1,3,4.756,4.756,5.688,1,1,3.214,3.214,4.068,1,3,7.602,7.602,8.467,1,1,6.78,6.78,7.561,1,1,5.096,5.096,5.877,1,4,1,2,2,49,1, ,3,10,1, , , , , , ,2, ,5, , , , ,1, ,4,4,2,2,100,7,7,1,5, ,4,2,2,2,3,3,2,76351,Not really,15
R_1NFIjJSYr8pGczl,Default Response Set,Anonymous, , ,0,4/30/2019,4/30/2019,1,49,1,12,1,1,6,10,4,36452,3,1,1,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , ,1,2,30.874,34.74,36.338,3, , , , , , ,6,1, ,1,5,42.149,42.149,44.106,1,1,6,19.295,19.295,20.582,1,1,6,18.548,19.44,20.674,2,1,6,21.255,32.958,34.522,2,1,6,21.98,21.98,23.336,1,1,1,10.694,10.694,12.834,1,1,1,10.012,10.012,12.359,1,1,1,20.243,20.243,22.082,1,1,1,20.58,20.58,22.743,1,1,1,31.039,31.039,33.032,1,1,6,14.359,14.359,15.728,1,1,1,20.709,20.709,22.401,1,1,1,26.972,26.972,28.337,1,1,6,9.583,9.583,11.861,1,1,6,22.181,22.181,23.41,1,1,1,8.227,8.227,9.921,1,1,1,52.035,52.035,53.573,1,1,1,13.038,13.038,14.848,1,1,1,32.808,32.808,34.106,1,1,1,21.305,21.305,23.471,1,1,1,8,50,20,1,8,5,1,1,4.013,4.013,5.099,1,1,3.887,3.887,5.13,1,3,5.521,5.521,9.765,1,1,5.406,5.406,6.487,1, ,0,0,10.007,0,4,1,2,2,49,1, ,3,6,1, , , , , , ,2, ,6, , , ,1,1,1,5,5,2,2,100,7,7,1,4,7, ,1,2,1,1,1,1,59330,NO,20
R_UW3DELLYvVRBny1,Default Response Set,Anonymous, , ,0,4/30/2019,4/30/2019,1,65,2,13,15,1,4,4,3,388057, , , , ,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
R_3Eatmhea428qQA9,Default Response Set,Anonymous, , ,0,4/30/2019,4/30/2019,1,63,2,11,1,1,4,3,4,739194, , , , ,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
R_1MWHFCY3B7QjDzO,Default Response Set,Anonymous, , ,0,4/30/2019,4/30/2019,1,49,1,7,1,3,2,7,2,924211, , , , ,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
R_3L5wljhZvFSyZxz,Default Response Set,Anonymous, , ,0,4/30/2019,4/30/2019,1,37,1,19,1,1,6,10,4,439392,1,2,1, ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,1,1,5,1.016,1.016,1.77,1,1,4,2.149,2.149,3.181,1,1,6,2.35,2.35,3.268,1,1,4,0.56,0.56,1.737,1,1,1,0.837,0.837,1.637,1,1,5,1.485,2.716,3.593,2,1,4,1.217,2.762,3.618,3,1,5,0.897,1.32,2.007,2,1,6,1.436,1.436,2.314,1,1,5,0.536,1.888,2.585,2,1,3,3.003,3.003,3.768,1,1,5,0.453,0.453,1.117,1,1,6,1.43,1.926,2.644,2,1,4,1.667,1.667,2.688,1,1,3,1.512,2.848,3.367,3,1,4,1.034,1.034,1.979,1,1,6,1.013,1.013,1.748,1,1,5,0.97,2.066,3.059,2,1,6,0.586,0.586,1.059,1,1,6,1.8,1.8,2.669,1,1,1,8,1,4,2,8,4,1,2,3.282,4.346,4.744,3,1,3.256,3.256,4.087,1,1,1.629,1.629,2.503,1,1,2.849,2.849,3.969,1,5,1.966,1.966,4.621,1,2,1,2,2,38,2, ,5,11,1, , , , , , ,2, ,4, , , ,1, , ,3,3,2,2,72,4,6,1,5,6, ,1,1,5,4,4,5,99208,ryyrjytjd,tjydtjytdjytd
R_1MSwKwTQS6TSYf8,Default Response Set,Anonymous, , ,0,4/30/2019,4/30/2019,1,32,1,9,1,1,6,1,4,957260,3,2,2,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1,1,16.141,21.371,22.094,9, , , , , , , , , , , , ,6,1, ,1,1,1.589,19.645,20.475,10,1,1,4.835,21.788,22.436,7,1,1,3.618,11.094,11.132,6,1,1,2.933,6.829,7.574,6,1,1,89.899,90.437,91.209,2,1,3,4.854,8.582,9.233,7,1,1,1.157,7.13,7.754,7,1,1,2.549,8.4,9.264,4,1,1,2.469,10.006,10.786,3,1,1,1.467,19.196,19.913,9,1,1,4.598,5.431,6.188,3,1,1,4.752,27.635,28.342,6,1,1,1.147,5.17,6.318,4,1,1,5.505,11.346,12.037,4,1,1,1.35,7.309,8.026,5,1,3,5.503,13.941,14.519,11,1,5,1.162,6.659,7.261,7,1,1,1.506,1.971,3.275,2,1,5,1.292,5.152,5.865,5,1,1,1.514,7.898,8.545,3,1,1,8,50,20,1,7,5,1,3,7.616,7.616,8.7,1,2,7.915,7.915,9.635,1,1,2.907,2.907,4.69,1,1,8.646,8.646,10.008,1,3,3.536,3.536,4.582,1,5,1,2,2,32,1, ,3,6,1, , , , , , ,1, ,1,1, , , , , ,1,1,1,1,0,1,1,2,5, ,4,2,2,3,2,5,1,92679,Great survey,10 minutes
R_1LCodm7tQln8xVQ,Default Response Set,Anonymous, , ,0,4/30/2019,4/30/2019,1,28,1,5,1,1,6,4,4,855886,2,2,2,2,1,1, ,1, , , , , , , , , , , , , , , , , , ,1,5,24.201,27.296,27.824,5, , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, ,1,5,0.609,1.801,3.768,3,1,1,3.092,6.703,7.054,5,1,5,0.397,3.181,3.798,5,1,4,0.85,3.823,4.529,6,1,1,4.426,8.427,9.11,5,1,2,4.2,6.636,7.342,3,1,5,5.64,8.686,9.373,3,1,2,2.41,6.05,8.053,7,1,4,9.803,14.181,16.222,7,1,1,0.601,2.145,2.698,3,1,1,3.088,9.281,10.235,5,1,5,0.725,2.2,2.947,3,1,4,5.43,9.333,9.826,6,1,2,1.837,6.066,6.669,6,1,2,5.511,12.271,12.736,6,1,2,1.5,2.593,3.35,3,1,1,2.9,3.504,4.081,2,1,1,0.848,2.266,2.951,4,1,4,3.402,5.004,6.26,3,1,1,1.319,3.723,4.272,6,1,1,4,10,39,2,8,5,1,3,5.101,5.101,6.073,1,3,2.912,2.912,3.468,1,3,3.801,3.801,4.654,1, ,0,0,10.125,0, ,0,0,10.014,0,4,1,2,2,28,1, ,5,4,1, , , , , , ,3, ,3, , ,1, , , ,3,3,1,1,53,1,1,2,4, ,1,2,2,3,3,2,1,91942,No,15
R_3qEc3eOiKTPE8Mk,Default Response Set,Anonymous, , ,0,4/30/2019,4/30/2019,1,57,2,1,1,2,6,1,3,531696,3,2,2,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,0.706,18.383,19.171,11, , , , , , , , , , , , , , , , , , ,6,1, ,1,1,3.258,3.838,4.572,2,1,1,4.328,4.908,5.604,2,1,1,7.734,13.727,14.479,4,1,1,1.092,2.782,3.567,3,1,6,4.476,6.458,7.1,3,1,6,3.85,4.762,5.471,2,1,1,7.64,9.567,10.253,4,1,6,11.009,11.787,12.49,2,1,1,8.122,10.308,11.237,3,1,6,1.684,2.513,3.2,2,1,1,3.881,5.718,6.5,3,1,1,5.829,7.033,7.701,3,1,6,3.606,4.352,5.046,2,1,6,1.554,4.22,4.983,4,1,6,1.611,7.851,8.555,5,1,6,4.483,6.161,6.833,3,1, ,4.763,5.669,6.964,2,1,1,3.616,4.222,5.026,2,1,6,3.364,4.665,5.725,3,1, ,2.226,3.544,4.569,3,1,1,8,100,40,5,7,5,1,2,3.317,4.765,5.5,2,1,3.221,3.221,3.901,1, ,0,0,10.011,0, ,0.295,0.295,10.113,1,4,0.142,3.818,4.501,2,5,1,2,1,57,2, ,5,1,1, , , , , , ,1, ,1,1, , , , , ,5,5,1,1,100,7,7,1,5, ,7,1,2,5,5,5,5,32828,Non,20
R_xrd1WoFcCETEFBn,Default Response Set,Anonymous, , ,0,4/30/2019,4/30/2019,1,30,2,1,1,1,4,5,3,508967,1,2,2, ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,1,1,5,27.356,28.208,28.739,2,1,6,4.049,4.729,5.31,2,1,6,4.001,5.516,6.01,3,1,6,5.761,6.476,7.096,2,1,6,3.866,4.591,5.083,2,1,4,3.885,9.448,10.266,4,1,3,6.481,7.346,8.101,2,1,5,3.23,5.403,6.013,4,1,6,2.418,3.721,4.226,3,1,3,17.298,18.883,19.632,3,1,6,2.311,3.04,3.569,2,1,1,3.289,4.291,5.057,3,1,6,4.3,5.067,5.638,2,1,6,2.723,3.438,4.039,2,1,4,9.633,18.264,18.949,6,1,1,4.172,7.83,8.434,5,1,3,32.268,33.567,34.4,3,1,6,4.353,6.401,6.834,4,1,6,3.366,4.212,4.688,2,1,6,2.398,3.149,3.784,2,1,1,8,50,20,1,7,0,1,2,5.017,5.017,5.67,1,3,4.512,4.512,5.052,1,4,3.424,3.424,4.1,1,1,3.822,3.822,5.001,1,1,4.305,4.305,4.939,1,0,1,2,2,30,2, ,3,1,1, , , , , , ,3, ,3, , , ,1, , ,3,3,2,2,86,7,7,1,5, ,7,1,2,3,3,3,3,36467,No,30 mins
R_UaLEhyjNMhmF4IN,Default Response Set,Anonymous, , ,0,4/30/2019,4/30/2019,1,70,1,8,1,1,4,4,2,95399,2,1,1,2,1,1, ,1, , , , , , , , , , , , ,1,1,10.064,17.633,19.62,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,1, ,1,1,11.704,17.98,19.88,2,1,1,3.313,5.155,6.615,2,1,1,20.754,26.072,28.169,3,1,1,1.989,4.085,5.751,2,1,1,6.136,8.024,10.84,2,1,1,1.928,3.685,5.06,2,1,1,2.662,30.014,31.279,3,1,1,1.701,3.926,5.727,2,1,1,1.574,3.925,5.721,2,1,1,1.639,3.588,5.018,2,1,1,1.151,2.792,4.28,2,1,1,1.464,3.296,4.879,2,1,1,1.562,4.048,7.082,3,1,1,3.531,5.988,7.524,2,1,1,1.476,3.478,5.159,2,1,1,1.879,3.59,4.92,2,1,1,1.405,3.252,5.083,2,1,1,4.718,6.861,8.598,2,1,1,1.988,4.185,6.99,2,1,1,2.392,5.725,7.61,2,1,1,8,10,39,2,8,5,1,3,4.787,4.787,6.299,1,1,4.251,4.251,6.153,1,1,3.294,3.294,4.823,1,1,3.725,3.725,5.405,1,3,4.702,4.702,6.062,1,5,1,2,2,70,1, ,3,5,1, , , , , , ,3, ,4, ,1, , , , ,4,4,2,1,77,5,6,2,3,4, ,2,2,2,3,4,1,53037, ,25
R_3ELOiPf7j7jL5jP,Default Response Set,Anonymous, , ,0,4/30/2019,4/30/2019,1,70,2,5,1,1,7,1,3,980717,3,2,2,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,7.511,7.511,10.772,1, , , , , , , , , , , , , , , , , , ,5,1, ,1,1,1.297,1.297,5.499,1,1,1,1.556,1.556,3.826,1,1,1,2.465,2.465,6.016,1,1,1,1.858,1.858,4.141,1,1,1,2.01,3.077,4.417,2,1,1,2.66,2.66,4.591,1,1,1,2.626,2.626,4.222,1,1,1,2.118,2.118,3.868,1,1,1,2.372,4.779,6.499,2,1,1,8.283,8.283,9.464,1,1,1,2.232,2.232,3.774,1,1,1,2.42,2.42,4.182,1,1,1,2.383,2.383,4.235,1,1,1,1.981,1.981,3.99,1,1,1,1.792,1.792,3.63,1,1,1,2.115,2.115,3.828,1,1,1,2.107,2.107,4.857,1,1,1,1.969,1.969,3.331,1,1,1,1.665,1.665,4.597,1,1,1,1.504,1.504,3.375,1,1,1,8,10,10,1,8,5,1,3,2.962,2.962,4.214,1,1,2.625,2.625,4.791,1,1,3.922,3.922,5.396,1,1,8.011,8.011,9.449,1, ,0,0,10.007,0,4,1,2,2,70,2, ,6,4,1, , , , , , ,1, ,1,1, , , , , ,1,1,1,7,0,1,1,2,2, ,4,2,1,5,4,3,1,33710, ,10
