ResponseID,ResponseSet,Name,ExternalDataReference,Email,Status,StartDate,EndDate,Finished,age,gender,hhi,ethnicity,hispanic,education,political_party,region,confirmCode,Condition,PKOrder,Endorse,RealFake,Consent,FB,Term,Funny,Fake1,Fake1_Funny,Fake1_RT_1,Fake1_RT_2,Fake1_RT_3,Fake1_RT_4,Fake2,Fake2_Funny,Fake2_RT_1,Fake2_RT_2,Fake2_RT_3,Fake2_RT_4,Real1,Real1_Funny,Real1_RT_1,Real1_RT_2,Real1_RT_3,Real1_RT_4,Real2,Real2_Funny,Real2_RT_1,Real2_RT_2,Real2_RT_3,Real2_RT_4,Accuracy,Fake1.0,Fake1_2,Fake1_RT_1.0,Fake1_RT_2.0,Fake1_RT_3.0,Fake1_RT_4.0,Fake2.0,Fake2_2,Fake2_RT_1.0,Fake2_RT_2.0,Fake2_RT_3.0,Fake2_RT_4.0,Real1.0,Real1_2,Real1_RT_1.0,Real1_RT_2.0,Real1_RT_3.0,Real1_RT_4.0,Real2.0,Real2_2,Real2_RT_1.0,Real2_RT_2.0,Real2_RT_3.0,Real2_RT_4.0,AccImp,InstAfterAcc,InstNoAcc,Fake1_SM,Fake1_3,Fake1_RT_1.1,Fake1_RT_2.1,Fake1_RT_3.1,Fake1_RT_4.1,Fake2_SM,Fake2_3,Fake2_RT_1.1,Fake2_RT_2.1,Fake2_RT_3.1,Fake2_RT_4.1,Fake3_SM,Fake3_3,Fake3_RT_1,Fake3_RT_2,Fake3_RT_3,Fake3_RT_4,Fake4_SM,Fake4_3,Fake4_RT_1,Fake4_RT_2,Fake4_RT_3,Fake4_RT_4,Fake5_SM,Fake5_3,Fake5_RT_1,Fake5_RT_2,Fake5_RT_3,Fake5_RT_4,Fake6_SM,Fake6_3,Fake6_RT_1,Fake6_RT_2,Fake6_RT_3,Fake6_RT_4,Fake7_SM,Fake7_3,Fake7_RT_1,Fake7_RT_2,Fake7_RT_3,Fake7_RT_4,Fake8_SM,Fake8_3,Fake8_RT_1,Fake8_RT_2,Fake8_RT_3,Fake8_RT_4,Fake9_SM,Fake9_3,Fake9_RT_1,Fake9_RT_2,Fake9_RT_3,Fake9_RT_4,Fake10_SM,Fake10_3,Fake10_RT_1,Fake10_RT_2,Fake10_RT_3,Fake10_RT_4,Real1_SM,Real1_3,Real_RT_1,Real_RT_2,Real_RT_3,Real_RT_4,Real2_SM,Real2_3,Real2_RT_1.1,Real2_RT_2.1,Real2_RT_3.1,Real2_RT_4.1,Real3_SM,Real3_3,Real3_RT_1,Real3_RT_2,Real3_RT_3,Real3_RT_4,Real4_SM,Real4_3,Real4_RT_1,Real4_RT_2,Real4_RT_3,Real4_RT_4,Real5_SM,Real5_3,Real5_RT_1,Real5_RT_2,Real5_RT_3,Real5_RT_4,Real6_SM,Real6_3,Real6_RT_1,Real6_RT_2,Real6_RT_3,Real6_RT_4,Real7_SM,Real7_3,Real7_RT_1,Real7_RT_2,Real7_RT_3,Real7_RT_4,Real8_SM,Real8_3,Real8_RT_1,Real8_RT_2,Real8_RT_3,Real8_RT_4,Real9_SM,Real9_3,Real9_RT_1,Real9_RT_2,Real9_RT_3,Real9_RT_4,Real10_SM,Real10_3,Real10_RT_1,Real10_RT_2,Real10_RT_3,Real10_RT_4,CRTInst,Q214,CRT1_1,CRT1_2,CRT1_3,CRT3_1,CRT3_2,CRT_Est,PK_Inst,PK_1,PK_1_RT_1,PK_1_RT_2,PK_1_RT_3,PK_1_RT_4,PK_2,PK_2_RT_1,PK_2_RT_2,PK_2_RT_3,PK_2_RT_4,PK_3,PK_3_RT_1,PK_3_RT_2,PK_3_RT_3,PK_3_RT_4,PK_4,PK_4_RT_1,PK_4_RT_2,PK_4_RT_3,PK_4_RT_4,PK_5,PK_5_RT_1,PK_5_RT_2,PK_5_RT_3,PK_5_RT_4,PK_Est,note,Random,Google,Age.0,Gender.0,Gender_TEXT,Education.0,Income,Ethnicity_1,Ethnicity_2,Ethnicity_3,Ethnicity_4,Ethnicity_5,Ethnicity_6,Ethnicity_6_TEXT,Party,Party_TEXT,DemRep_C,DemRep_Past_1,DemRep_Past_2,DemRep_Past_3,DemRep_Past_4,DemRep_Past_5,DemRep_Past_6,Social_Conserv,Economic_Conserv,POTUS2016,Congress2018,feeling_therm_trump__1,support_trump,vote_trump_2020,SocialMedia_Chk,Facebook_Freq,SharingBelief_others,SharingBelief_self,Media1,Media2,Media3_1,Media3_2,Media3_3,Media3_11,Zipcode,Comments,Length
R_11hIambNRKGRKUs,Default Response Set,Anonymous, , ,0,5/1/2019,5/1/2019,1,78,1,9,1,1,6,10,2,21537,1,1,2, ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,1,1,1,54.863,54.863,56.155,1,1,6,14.562,14.562,15.494,1,1,1,28.995,30.262,30.309,2,1,1,18.755,33.74,34.92,2,1,4,21.916,22.985,23.037,2,1,1,12.048,12.048,13.102,1,1,6,20.615,20.615,21.733,1,1,2,9.98,9.98,10.994,1,1,1,28.691,28.691,30.041,1,1,1,23.863,23.863,25.082,1,1,6,11.753,11.753,12.699,1,1,1,7.735,7.735,8.868,1,1,1,6.356,6.356,7.521,1,1,1,7.125,7.125,9.227,1,1,1,18.906,18.906,20.127,1,1,1,25.26,25.26,26.502,1,1,5,13.545,13.545,14.472,1,1,6,8.915,8.915,10.261,1,1,1,12.597,12.597,13.702,1,1,1,13.038,13.038,14.288,1,1,1,0,500,20,1,7,0,1,3,7.822,7.822,9.317,1, ,0,0,10.008,0,2,2.114,2.114,10.008,1, ,0,0,10.006,0, ,0,0,10.008,0,5,1,2,2,78,1, ,5,8,1, , , , , , ,2, ,5, , , , , ,1,4,5,5,6,81,1,1,2,4, ,1,1,1,5,4,5,1,45458,No,5 minutes
R_3plJ2emkNYcZmTX,Default Response Set,Anonymous, , ,0,5/1/2019,5/1/2019,1,67,1,17,1,1,5,9,4,244851,2,2,1,2,1,1, ,1, , , , , , , , , , , , ,1,3,23.928,23.928,25.771,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,1, ,1,5,7.726,7.726,9.199,1,1,5,5.933,5.933,7.662,1,1,4,10.77,10.77,13.642,1,1,4,5.615,5.615,6.909,1,1,3,8.016,8.016,9.533,1,1,1,37.898,37.898,39.663,1,1,1,10.693,10.693,12.1,1,1,1,6.634,6.634,8.332,1,1,1,6.171,6.171,8.38,1,1,1,6.791,6.791,8.202,1,1,4,6.052,6.052,7.654,1,1,1,5.514,5.514,7.3,1,1,4,33.901,33.901,35.669,1,1,5,5.857,5.857,7.488,1,1,5,7.306,15.129,17.052,3,1,1,15.525,15.525,16.896,1,1,1,7.399,7.399,8.799,1,1,1,5.072,5.072,6.862,1,1,1,14.448,14.448,15.987,1,1,1,6.042,6.042,7.5,1,1,1,8,10,20,1,8,4,1,1,6.841,6.841,9.562,1,1,4.579,4.579,5.905,1, ,0,0,10.135,0,1,6.678,6.678,8.117,1,3,6.41,6.41,7.637,1,3,1,1,2,67,1, ,4,10,1, , , , , , ,2, ,4, ,1, , , , ,4,4,2,2,91,6,7,2,5,4, ,2,2,2,2,2,1,80120,NO,15
R_2TQVmfvQ5b4TxAY,Default Response Set,Anonymous, , ,0,5/1/2019,5/1/2019,1,21,2,1,1,12,1,5,2,464171,2,1,2,2,1,1, ,1, , , , , , , , , , , , ,1,3,2.125,23.841,24.644,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1, ,1,4,20.342,24.41,24.444,6,1,5,2.163,4.428,5.247,4,1,5,3.087,5.853,6.653,4,1,6,3.004,4.601,6.099,3,1,4,2.589,15.506,16.274,15,1,4,1.7,6.948,7.717,4,1,5,35.253,37.883,39.276,3,1,4,2.387,3.737,4.331,2,1,5,2.763,6.046,6.632,4,1,5,11.292,12.372,13.072,3,1,4,7.851,8.915,9.649,2,1,1,11.691,13.924,14.811,2,1,5,2.557,7.155,7.941,6,1,5,2.478,3.627,4.201,2,1,4,5.289,6.254,6.924,2,1,5,4.279,5.364,6.03,3,1,5,5.419,5.951,7.094,2,1,5,3.37,5.473,6.186,3,1,5,3.343,5.993,6.811,7,1,5,2.312,4.512,5.198,3,1,1,8,20,20,1,7,4,1,3,7.962,7.962,8.675,1,2,4.909,4.909,5.483,1,2,8.066,9.333,10.109,2, ,0,0,10.008,0,1,0.232,9.285,10.045,2,2,1,2,2,21,2, ,1,1,1, , , , , , ,3, ,5, ,1, , , , ,3,3,3,3,17,1,1,1,4, ,4,1,1,1,2,5,2,56201,No,Maybe 15min
R_1llrVtaSs2L4e1J,Default Response Set,Anonymous, , ,0,5/1/2019,5/1/2019,1,54,1,19,1,1,5,10,3,690187,4,1,1, ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, ,1,1,6,11.514,12.835,13.52,3,1,5,6.717,9.331,9.947,6,1,5,9.134,10.787,11.401,3,1,6,6.386,8.784,10.945,3,1,5,8.116,10.798,12.984,3,1,1,7.132,8.136,9.118,2,1,2,17.858,20.173,20.89,3,1,1,5.498,7.866,8.479,4,1,1,9.015,10.512,11.319,3,1,1,3.962,10.643,13.872,4,1,4,6.284,8.95,9.6,4,1,2,21.873,25.808,26.488,4,1,5,6.331,8.712,9.431,3,1,5,2.526,12.102,12.821,4,1,6,8.371,8.94,9.688,2,1,1,11.93,14.679,15.861,5,1,1,6.922,10.772,11.566,4,1,4,4.439,6.54,8.629,3,1,1,9.427,9.96,10.907,2,1,2,5.507,7.35,8.116,3,1,1,8,50,39,1,7,5,1,3,6.696,6.696,7.64,1,1,4.99,4.99,5.832,1,1,3.535,3.535,4.276,1,1,6.937,6.937,7.608,1,3,7.657,7.657,8.527,1,5,1,2,2,54,1, ,4,11,1, , , , , , ,2, ,6, , , , , ,1,5,5,2,2,100,7,7,2,5,5, ,1,2,3,3,4,1,76528,No,10
R_UlsIpcFTnlVOF8J,Default Response Set,Anonymous, , ,0,5/1/2019,5/1/2019,1,25,1,6,1,1,2,10,3,974667,3,2,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,7.39,11.971,12.643,3, , , , , , , , , , , , , , , , , , ,6,1, ,1,6,1.145,1.961,2.654,2,1,4,2.783,3.975,4.582,2,1,5,2.023,4.419,5.089,4,1,4,2.594,4.143,4.739,2,1,6,2.26,3.322,3.854,2,1,2,1.541,2.612,3.354,3,1,4,1.422,2.672,3.418,3,1,6,1.622,4.17,4.783,4,1,3,1.394,2.759,3.641,3,1,5,1.505,2.732,3.278,2,1,1,1.32,1.668,2.667,2,1,5,2.792,4.08,4.695,3,1,6,4.547,5.71,6.232,2,1,5,1.777,3.126,3.679,3,1,3,1.648,2.849,3.573,3,1,6,1.19,2.104,2.624,2,1,5,2.837,5.869,6.701,3,1,2,1.208,2.04,2.856,3,1,2,2.356,2.724,3.98,2,1,5,1.051,2.322,2.755,2,1,1,8,50,20,1,7,4,1,1,4.341,4.341,4.978,1,2,3.109,3.109,3.594,1,1,3.528,3.528,4.458,1, ,0,0,10.018,0, ,0,0,10.007,0,2,1,2,2,25,1, ,3,6,1, , , , , , ,2, ,5, , , , ,1, ,3,3,2,2,80,6,6,2,4,5, ,2,2,4,3,3,4,33584,It was good,10 min
R_21odQy7DhTuBSFU,Default Response Set,Anonymous, , ,0,5/1/2019,5/1/2019,1,62,2,21,1,1,6,1,4,524318,3,2,2,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1,4,18.529,18.529,19.3,1, , , , , , , , , , , , ,4,1, ,1,1,16.719,16.719,18.332,1,1,1,4.327,4.327,5.647,1,1,1,10.241,10.241,11.171,1,1,1,5.552,5.552,6.4,1,1,1,6.497,7.273,8.239,2,1,4,6.564,6.926,7.643,2,1,1,2,2,3.036,1,1,1,3.7,3.7,4.892,1,1,1,5.787,5.787,6.767,1,1,1,2.405,2.405,3.276,1,1,3,7.036,7.036,8.152,1,1,5,10.779,10.779,12.731,1,1,4,4.276,4.276,5.069,1,1,1,3.651,4.139,5.209,2,1,1,3.824,3.824,4.863,1,1,1,2.218,2.218,3.16,1,1,1,5.754,5.754,6.902,1,1,1,3.163,3.163,3.978,1,1,1,6.397,6.397,7.348,1,1,1,4.399,4.399,5.528,1,1,1,8,10,20,1,8,5,1,3,8.819,8.819,9.726,1,3,9,9,10.007,1, ,0,0,10.118,0,1,7.356,7.356,10.006,1, ,0,0,10.01,0,1,1,2,2,62,2, ,5,11,1, , , , , , ,1, ,1,1, , , , , ,2,2,1,1,2,1,1,1,5, ,6,2,1,2,2,3,1,92240, ,10
R_XWWvpdpMFjRmizv,Default Response Set,Anonymous, , ,0,5/1/2019,5/1/2019,1,66,2,10,1,1,4,1,1,920216,2,1,1,2,1,1, ,1, , , , , , , , , , , , , , , , , , ,1,4,7.707,47.893,49.252,4, , , , , , , , , , , , , , , , , , , , , , , , , ,6,1, ,1,1,8.267,9.905,12.389,2,1,1,8.148,11.54,13.641,3,1,1,2.151,12.439,13.679,4,1,1,13.408,15.014,16.915,2,1,1,4.384,10.144,11.175,5,1,1,7.413,8.6,10.261,2,1,1,2.336,3.662,5.289,2,1,1,7.433,9.157,11.957,2,1,1,3.147,4.783,7.242,3,1,1,12.836,14.684,16.521,3,1,1,38.501,41.194,42.228,3,1,1,9.518,10.876,11.976,2,1,1,3.944,9.098,9.509,4,1,1,24.281,27.681,29.122,3,1,1,8.886,10.362,11.581,2,1,1,15.554,17.588,19.358,3,1,1,7.488,10.772,11.906,4,1,1,3.281,4.857,6.089,2,1,1,9.535,12.609,13.654,5,1,1,9.915,11.079,12.156,2,1,1,8,10,20,1,7,4,1,3,5.366,5.366,6.561,1,1,4.336,4.336,5.522,1,2,3.72,3.72,5.827,1,1,9.765,9.765,10.009,1,3,9.869,9.869,10.012,1, ,1,2,2,66,2, ,2,6,1, , , , , , ,1, ,2,1, , , , , ,1,1,1,1,0,1,1,2,5,4, ,2, ,4,4,3,2,8861,no,25 min
R_ebAL4DsnNQEAne1,Default Response Set,Anonymous, , ,0,5/1/2019,5/1/2019,1,74,2,4,1,1,1,10,1,643368,4,2,2, ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,1,1,1,34.241,34.241,37.229,1,1,1,12.993,12.993,14.863,1,1,1,13.58,13.58,15.366,1,1,1,24.044,24.044,26.114,1,1,1,17.205,17.205,19.088,1,1,1,7.457,7.457,9.995,1,1,1,21.984,21.984,24.492,1,1,1,7.827,7.827,10.69,1,1,1,18.783,18.783,20.512,1,1,1,41.603,41.603,43.108,1,1,1,13.708,13.708,15.956,1,1,1,30.506,30.506,33.878,1,1,1,13.876,13.876,16.342,1,1,4,15.337,15.337,16.425,1,1,1,24.698,24.698,26.973,1,1,1,20.773,20.773,22.217,1,1,1,45.307,45.307,46.904,1,1,1,13.665,13.665,15.433,1,1,1,20.402,20.402,24.228,1,1,1,12.275,12.275,15.58,1,1,1,8,50,20,1,8,5,1,2,7.59,7.59,9.079,1,1,5.195,5.195,6.68,1,1,4.674,4.674,6.259,1, ,0,0,10.123,0, ,0,0,10.017,0,3,1,2,2,74,2, ,2,3,1, , , , , , ,2, ,6, , , , , ,1,5,5,2,2,91,7,7,2,5, ,6,1,2,2,3,3,2,17543, ,15 min
R_24BpnVEM1WOv2ka,Default Response Set,Anonymous, , ,0,5/1/2019,5/1/2019,1,51,1,7,1,1,2,1,2,305901, , , , ,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
R_2tahvXY4RPqAI7m,Default Response Set,Anonymous, , ,0,5/1/2019,5/1/2019,1,59,1,-3105,1,1,5,9,3,310880,3,1,2,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,3,15.702,15.702,17.065,1, , , , , , , , , , , , , , , , , , ,6,1, ,1,1,18.002,18.002,19.668,1,1,1,5.301,5.301,6.744,1,1,1,16.301,19.609,25.264,3,1,1,17.358,17.358,18.748,1,1,3,17.03,17.03,75.788,1,1,1,8.602,8.602,10.243,1,1,1,3.701,3.701,5.376,1,1,2,12.401,12.401,13.75,1,1,1,5.701,5.701,7.441,1,1,1,7.201,8.216,9.906,2,1,1,3.2,4.891,6.196,3,1,1,5.951,5.951,7.354,1,1,1,23.645,25.501,27.266,3,1,2,7.101,7.101,8.651,1,1,3,16.152,16.152,17.36,1,1,1,13.606,16.773,18.489,5,1,1,13.101,13.101,22.817,1,1,1,4.7,5.935,7.892,2,1,1,12,13.41,14.836,2,1,3,5.502,5.502,7.047,1,1,1,8,50,20,2,8,4,1,3,5.083,5.083,6.201,1,3,5.924,5.924,7.054,1, ,0,0,10.108,0,1,1.375,5.977,7.224,2,1,4.84,5.8,7.354,3,3,1,2,2,59,2, ,4,11,1, , , , , , ,2, ,4, , , , ,1, ,2,2,5,6,70,5,4,2,5, ,3,1,2,2,3,4,3,38488, ,17 mins
R_2waya8zUiNU7FJp,Default Response Set,Anonymous, , ,0,5/1/2019,5/1/2019,1,19,1,1,1,1,6,2,4,120963,2,2,1,1,1,1, ,1, , , , , , ,1,1,5.701,5.701,10.306,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,1, ,1,4,7.582,7.582,8.875,1,1,3,9.645,9.645,10.948,1,1,2,6.865,6.865,9.247,1,1,5,4.083,4.083,6.504,1,1,1,6.389,6.389,9.939,1,1,5,3.801,3.801,5.176,1,1,4,6.305,6.305,7.205,1,1,4,3.921,3.921,5.197,1,1,4,4.081,4.081,5.429,1,1,5,4.19,4.19,5.203,1,1,2,3.499,3.499,5.219,1,1,1,4.158,5.525,6.755,2,1,5,3.717,3.717,5.001,1,1,2,5.472,5.472,6.286,1,1,3,2.775,2.775,3.927,1,1,4,7.508,7.508,8.273,1,1,4,3.998,3.998,5.196,1,1,4,5.345,5.345,6.664,1,1,4,3.752,3.752,4.973,1,1,2,2.9,2.9,5.081,1,1,1,8,10,20,2,7,4,1,3,2.369,2.369,3.495,1,1,2.561,5.864,6.557,4,2,2.536,2.536,4.053,1,1,5.924,5.924,6.688,1,5,2.706,2.706,3.672,1,3,1,2,2,19,1, ,3,1,1, , , , , , ,1, ,3, , ,1, , , ,2,3,4,1,0,1,1,1,2,5, ,2,2,4,4,3,2,85028,no,14 minutes
R_2dRRah0lTbvC4Mc,Default Response Set,Anonymous, , ,0,5/1/2019,5/1/2019,1,23,2,11,1,1,2,1,4,186156,1,2,2, ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,1,1,3,11.418,13.186,14.317,3,1,1,25.693,26.744,27.61,3,1,1,16.252,18.25,18.944,4,1,4,26.44,34.84,35.487,6,1,1,48.107,49.172,49.875,3,1,2,10.9,18.917,20.159,5,1,4,22.665,26.433,39.001,4,1,2,12.558,14.506,15.338,4,1,6,5.716,9.484,10.083,5,1,2,7.37,8.588,9.288,3,1,1,2.842,5.056,5.836,3,1,3,23.023,25.306,26.42,3,1,2,7.321,8.607,9.452,3,1,1,19.449,20.413,21.18,3,1,1,8.386,9.554,10.384,3,1,2,17.101,18.451,19.395,3,1,2,13.034,15.7,16.482,4,1,3,4.176,7.272,8.655,3,1,4,14.791,16.157,16.891,4,1,4,7.026,8.009,8.81,3,1,1,8,10,20,2,8,2,1,3,4.017,5.775,6.475,2,2,2.509,2.509,3.222,1,1,3.322,3.322,4.754,1,4,3.955,3.955,5.07,1,4,3.762,3.762,4.958,1,1,1,1,2,24,2, ,2,7,1, , , , , , ,1, ,2, ,1, , , , ,3,2,1,1,0,1,1,1,5, ,5,2,2,2,3,3,2,80260, ,16
R_V2aLctiZNbQr36p,Default Response Set,Anonymous, , ,0,5/1/2019,5/1/2019,1,71,1,6,1,1,5,1,4,830347,1,1,1, ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,1,1,1,57.798,57.798,59.539,1,1,1,8.196,8.196,9.818,1,1,1,17.278,17.278,19.605,1,1,1,10.729,10.729,11.968,1,1,1,19.446,19.446,20.826,1,1,1,10.028,10.028,11.892,1,1,1,9.417,9.417,11.267,1,1,1,8.366,8.366,13.455,1,1,6,37.657,37.657,38.895,1,1,2,86.375,90.125,91.499,2,1,1,26.515,32.744,34.073,3,1,2,26.554,26.554,28.729,1,1,2,26.74,26.74,28.42,1,1,2,17.448,19.247,20.604,3,1,1,8.528,8.528,9.885,1,1,2,24.015,24.015,25.551,1,1,2,15.519,15.519,16.631,1,1,2,14.774,14.774,17.563,1,1,3,166.835,166.835,167.903,1,1,2,15.906,15.906,17.193,1,1,1,8,50,20,2,7,5,1, ,0,0,10.005,0,1,1.894,7.828,10.004,2,1,5.691,5.691,10.015,1,1,7.295,7.295,10.12,1, ,0,0,10.104,0,3,1,2,2,71,1, ,4,4,1, , , , , , ,1, ,1,1, , , , , ,2,2,1,1,0,1,1,1,5,6, ,2,1,5,3,2,2,89106,good survey,15
R_3oTUmBTafpQ4EMG,Default Response Set,Anonymous, , ,0,5/1/2019,5/1/2019,1,50,2,19,1,1,4,9,1,817987,2,1,2,2,1,1, ,1, , , , , , , , , , , , , , , , , , ,1,1,24.533,24.533,25.389,1, , , , , , , , , , , , , , , , , , , , , , , , , ,4,1, ,1,1,35.821,35.821,36.712,1,1,1,18.168,18.168,19.286,1,1,1,10.043,10.975,11.925,2,1,1,2.844,2.844,4.366,1,1,1,10.366,10.366,11.323,1,1,1,2.797,2.797,3.591,1,1,1,63.314,64.623,65.705,2,1,1,7.023,7.023,7.902,1,1,1,8.587,9.012,9.997,2,1,1,10.501,10.501,11.622,1,1,1,35.883,35.883,36.916,1,1,1,4.11,4.11,5.239,1,1,4,33.619,33.619,34.412,1,1,1,12.71,12.71,13.654,1,1,4,7.883,7.883,8.568,1,1,1,4.474,4.474,5.461,1,1,1,15.704,15.704,16.702,1,1,1,3.019,3.019,3.898,1,1,1,13.456,14.045,15.088,2,1,1,4.329,4.329,5.516,1,1,1,8,50,20,1,8,3,1,1,3.688,3.688,4.7,1,3,2.434,4.21,5.001,2,1,2.734,2.734,3.637,1,1,2.869,2.869,3.716,1,1,2.091,2.091,2.981,1,2,1,2,2,50,2, ,2,11,1, , , , , , ,2, ,4, , , ,1, , ,5,5,2,2,100,7,7,1,5, ,4,1,2,2,2,3,2,17602, ,10
R_1hR1ZkVdJYw0zMG,Default Response Set,Anonymous, , ,0,5/1/2019,5/1/2019,1,70,1,21,1,1,7,5,3,232206, , , , ,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
R_3s06QB7dbQkLHvq,Default Response Set,Anonymous, , ,0,5/1/2019,5/1/2019,1,56,1,5,1,1,4,10,2,472074,1,2,1, ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,1,1,1,3.274,3.274,4.162,1,1,1,8.852,10.733,11.384,3,1,1,2.5,4.697,5.578,4,1,1,9.309,9.775,10.706,2,1,1,7.509,8.245,8.989,2,1,1,5.669,6.502,7.29,2,1,1,16.377,17.879,18.709,3,1,1,33.046,34.705,35.559,3,1,1,0.918,1.644,2.399,2,1, ,18.335,19.798,20.574,2,1,1,11.334,14.437,15.411,5,1,1,4.965,5.764,6.813,2,1,1,7.053,7.873,8.772,2,1,1,12.742,15.541,16.519,3,1,1,2.105,2.105,2.868,1,1,1,5.639,9.461,10.271,4,1,1,10.704,12.269,13.031,2,1,1,3.864,5.893,6.804,2,1,1,3.696,4.827,5.584,2,1,1,10.224,13.461,14.218,5,1,1,8,250,20,2,7,5,1,3,7.03,7.03,9.568,1,2,4.208,4.208,5.014,1, ,0,0,10.022,0, ,0,0,0.499,0, ,0,0,10.014,0,3,1,2,2,56,1, ,3,4,1, , , , , , ,2, ,6, , , , ,1,1,5,4,5,6,79,7,7,2,5,4, ,1,2,3,3,4,2,55009,No,8 minutes
R_1jlX7mTAuemmOCG,Default Response Set,Anonymous, , ,0,5/1/2019,5/1/2019,1,31,1,2,2,1,2,2,3,602829,1,2,2, ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, ,1,1,2,78.321,78.321,79.804,1,1,3,2.963,2.963,6.22,1,1,5,53.236,56.276,57.471,2,1,3,11.698,11.698,13.181,1,1,2,1.745,1.745,3.562,1,1,2,16.285,16.285,17.52,1,1,2,1.607,1.607,2.9,1,1,2,2.549,2.549,4.015,1,1,2,1.227,1.227,2.261,1,1,2,1.028,1.028,2.472,1,1,2,1.917,1.917,3.095,1,1,2,1.41,1.41,2.531,1,1,4,4.795,5.875,7.261,2,1,2,6.394,6.394,7.8,1,1,2,1.219,2.019,3.229,2,1,2,28.778,28.778,30.142,1,1,3,1.663,1.663,3.25,1,1,3,2.155,2.155,3.694,1,1,3,24.526,24.526,26.097,1,1,2,1.141,1.141,2.448,1,1,1,8,50,20,1,7,5,1,2,6.59,6.59,10.005,1,3,6.877,6.877,8.239,1,1,8.828,8.828,10.006,1, ,0,0,10.005,0,1,7.619,7.619,9.38,1,2,1,2,2,31,1, ,2,2, ,1, , , , , ,1, ,2, ,1, , , , ,2,2,5,6,1,1,1,2,5, ,1,1,2,3,3,3,3,40210,no,10 minutes
R_1rlgeEPaW6x0NVz,Default Response Set,Anonymous, , ,0,5/1/2019,5/1/2019,1,52,2,13,1,1,4,5,4,471392,1,2,2, ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,1,1,4,20.224,21.789,22.991,3,1,6,1199.34,1199.34,1200.963,1,1,3,20.552,20.552,21.946,1,1,4,15.109,15.109,16.361,1,1,2,12.942,12.942,15.048,1,1,5,20.137,20.137,21.688,1,1,2,15.421,15.421,18.939,1,1,3,8.897,8.897,15.122,1,1,4,21.625,21.625,24.85,1,1,3,18.288,18.288,20.487,1,1,1,10.2,10.2,12.207,1,1,5,21.851,21.851,23.224,1,1,4,20.187,20.187,21.676,1,1,2,8.281,10.319,11.714,2,1,5,6.701,6.701,8.16,1,1,1,9.887,9.887,11.329,1,1,1,9.101,9.101,10.882,1,1,1,10.358,10.358,13.208,1,1,1,10.081,10.081,13.173,1,1,2,7.693,7.693,9.491,1,1,1,8,10,20,2,8,4,1,3,6.257,6.257,7.414,1,3,5.643,5.643,7.585,1,2,4.444,4.444,5.896,1,1,7.865,7.865,9.475,1,3,7.488,9.365,10.108,2, ,1,2,2,52,2, ,3,8,1, , , , , , ,3, ,4, , , , ,1,1,2,5,2,2,75,5,6,2,5, ,4,1,2,3,4,3,2,94518,It was very interesting,"I had to take a break at one point, but i'd say 18 minutes"
